query_string,category,levsim,pageid,timestamp,snippet,wordcount
theory of single,Archaeological theory,0.190476190476191,1863738,2019-02-01T19:11:06Z,"Archaeological <span class=""searchmatch"">theory</span> covers the debates over the practice <span class=""searchmatch"">of</span> archaeology and the interpretation <span class=""searchmatch"">of</span> archaeological results. There is no <span class=""searchmatch"">single</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> archaeology",83
theory of translation,Wikipedia backlog,0.190476190476191,1982505,2021-10-02T16:15:49Z,"A backlog is a list <span class=""searchmatch"">of</span> things that need to be done, but have not been done for some time. Backlogs which require the attention <span class=""searchmatch"">of</span> administrators may be",99
"theories of writing ,",Symbolism (arts),0.190476190476191,3602693,2021-08-15T08:57:09Z,"Art and <span class=""searchmatch"">writing</span> <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",12
theory of narrative ',Creationism,0.190476190476191,919511,2021-11-15T06:56:07Z,"specific acts <span class=""searchmatch"">of</span> divine creation.&quot; For young Earth creationists, this includes a biblical literalist interpretation <span class=""searchmatch"">of</span> the Genesis creation <span class=""searchmatch"">narrative</span> and the",190
theory of narrative ',Creationists,0.190476190476191,1529210,2021-10-03T13:50:27Z,"specific acts <span class=""searchmatch"">of</span> divine creation. For young Earth creationists, this includes a biblical literalist interpretation <span class=""searchmatch"">of</span> the Genesis creation <span class=""searchmatch"">narrative</span> and the",190
theory of narrative ',Poetic form,0.190476190476191,696979,2020-05-06T19:23:43Z,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,29
theory of communication,International Digital Organization for Scientific Information academic journals,0.189873417721519,60717401,2021-01-19T00:45:13Z,"and Predatory Practices: A Dilemma for All Stakeholders <span class=""searchmatch"">of</span> Science <span class=""searchmatch"">Communication</span>&quot;. Journal <span class=""searchmatch"">of</span> Korean Medical Science. 30 (8): 1010–1016. doi:10.3346/jkms",163
theory of signs,Elected Members of the International Statistical Institute,0.189655172413793,27365533,2020-04-22T19:56:13Z,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",29
"theory of signs ,",Elected Members of the International Statistical Institute,0.189655172413793,27365533,2020-04-22T19:56:13Z,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",29
theory of natural,Good articles without topic parameter,0.189189189189189,23300371,2020-04-05T04:22:25Z,"added to the article's talk page when the reviewer passes the article. In <span class=""searchmatch"">theory</span>, the list should be empty. You can place articles in the correct good article",122
theory of natural language,Good articles without topic parameter,0.189189189189189,23300371,2020-04-05T04:22:25Z,"added to the article's talk page when the reviewer passes the article. In <span class=""searchmatch"">theory</span>, the list should be empty. You can place articles in the correct good article",122
theories of text,Giordano Bruno,0.1875,35686199,2021-05-24T14:29:21Z,"Dominican friar, philosopher, mathematician and astronomer. His cosmological <span class=""searchmatch"">theories</span> went beyond the Copernican model in proposing that the Sun was essentially",54
theory of human,Patriot movement,0.1875,58166043,2021-12-01T20:37:48Z,"2001). The Age <span class=""searchmatch"">of</span> Anxiety: Conspiracy <span class=""searchmatch"">Theory</span> and the <span class=""searchmatch"">Human</span> Sciences. Wiley. ISBN 9780631231684 – via Google Books. &quot;Key Events and Crimes <span class=""searchmatch"">of</span> the Patriot",77
theory of digital,American Research Publications academic journals,0.1875,58737122,2020-10-04T23:57:19Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theory of graphs,Graph families,0.1875,7312579,2020-08-29T16:21:07Z,"<span class=""searchmatch"">of</span> non-<span class=""searchmatch"">graph</span> combinatorial objects, <span class=""searchmatch"">graphs</span> for individual <span class=""searchmatch"">graphs</span> and <span class=""searchmatch"">graph</span> families parametrized by a small number <span class=""searchmatch"">of</span> numeric parameters, and <span class=""searchmatch"">graph</span> theory",104
theory of formal,Formal theories,0.1875,24825997,2020-10-04T10:23:11Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Formal</span> <span class=""searchmatch"">theories</span>.",0
theory of making,Decision theory,0.1875,946910,2017-06-20T06:18:10Z,"Wikimedia Commons has media related to Decision <span class=""searchmatch"">theory</span>.",0
theory of social,Role theory,0.1875,34742397,2021-11-08T10:53:42Z,"the role <span class=""searchmatch"">theory</span>, a concept in sociology and in <span class=""searchmatch"">social</span> psychology that considers most <span class=""searchmatch"">of</span> everyday activity to be the acting-out <span class=""searchmatch"">of</span> <span class=""searchmatch"">socially</span> defined categories",83
theory of social,Network analysis,0.1875,30636687,2014-06-24T16:17:08Z,"are developed in the field <span class=""searchmatch"">of</span> network <span class=""searchmatch"">theory</span> to actually analyze networks. There is a subfield <span class=""searchmatch"">of</span> network <span class=""searchmatch"">theory</span> called <span class=""searchmatch"">social</span> network analysis that concerns",77
theories of intelligence,American Research Publications academic journals,0.1875,58737122,2020-10-04T23:57:19Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theories of late,Neo-Spinozism,0.1875,59960616,2021-05-05T16:30:37Z,"Notable people, ideas, and <span class=""searchmatch"">theories</span> in the history <span class=""searchmatch"">of</span> the reception and interpretation <span class=""searchmatch"">of</span> Spinoza's thought — i.e. Neo-Spinozisms (notably in Germany,",69
theories of late,Symbolism (arts),0.1875,3602693,2021-08-15T08:57:09Z,"Art and writing <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the <span class=""searchmatch"">late</span> 19th century.",12
theory of rhythm,Rhythm and meter,0.1875,40348248,2019-09-22T14:05:14Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Rhythm</span> and meter.",0
theory of speech,Heresy,0.1875,15373534,2021-11-12T01:32:40Z,"any provocative belief or <span class=""searchmatch"">theory</span> that is strongly at variance with established beliefs or customs. A heretic is a proponent <span class=""searchmatch"">of</span> such claims or beliefs. Heresy",51
theory of text,Disciples of Gautama Buddha,0.185185185185185,32322574,2021-04-18T09:54:38Z,"Yasa Key concepts Avidyā (Ignorance) Bardo Bodhicitta Buddha-nature Dhamma <span class=""searchmatch"">theory</span> Dharma Enlightenment Five hindrances Indriya Karma Kleshas Mental factors",0
theory of texts,Disciples of Gautama Buddha,0.185185185185185,32322574,2021-04-18T09:54:38Z,"Songtsen Gampo Emperor Wen <span class=""searchmatch"">of</span> Sui Dalai Lama Panchen Lama Karmapa Shamarpa Naropa Xuanzang Zhiyi <span class=""searchmatch"">Texts</span> Early Buddhist <span class=""searchmatch"">Texts</span> Tripiṭaka Mahayana sutras Pāli",0
theories of knowledge,Learning theory (education),0.185185185185185,16163925,2021-09-27T07:39:41Z,"education, learning <span class=""searchmatch"">theories</span> are attempts to describe how people and animals learn, thereby helping us understand the inherently complex process <span class=""searchmatch"">of</span> learning.",25
theory of probability,Probability interpretations,0.185185185185185,17735029,2019-02-23T13:09:44Z,"Category:Exotic <span class=""searchmatch"">probabilities</span> for treatments <span class=""searchmatch"">of</span> <span class=""searchmatch"">probabilities</span> that do not obey the usual rules <span class=""searchmatch"">of</span> <span class=""searchmatch"">probability</span>, or which allow values <span class=""searchmatch"">of</span> <span class=""searchmatch"">probability</span> outside the",28
theories of intelligence,Personality trait theorists,0.185185185185185,16146832,2019-11-01T10:58:47Z,"traits influence behavior. Although trait <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> personality are currently the most dominant <span class=""searchmatch"">theories</span> in the personality literature, it was the Greek",98
theory of knowledge .,Learning theory (education),0.185185185185185,16163925,2021-09-27T07:39:41Z,"education, learning <span class=""searchmatch"">theories</span> are attempts to describe how people and animals learn, thereby helping us understand the inherently complex process <span class=""searchmatch"">of</span> learning.",25
theory of computation,Computational problems in graph theory,0.18421052631579,25346631,2020-05-02T09:01:05Z,"This category lists <span class=""searchmatch"">computational</span> problems that arise in graph <span class=""searchmatch"">theory</span>.",10
theory of making of,Analysis of collective decision-making,0.18421052631579,5038387,2017-01-26T17:34:25Z,"Analysis <span class=""searchmatch"">of</span> collective decision-<span class=""searchmatch"">making</span>",5
theory of meaning,Social constructionism,0.181818181818182,4228486,2021-09-27T08:07:59Z,"form the basis for shared assumptions about reality. The <span class=""searchmatch"">theory</span> centers on the notion that <span class=""searchmatch"">meanings</span> are developed in coordination with others rather than",54
theory of ',Set theory,0.181818181818182,693646,2020-04-22T19:22:50Z,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any <span class=""searchmatch"">of</span> a number <span class=""searchmatch"">of</span> subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",161
theory of ',Critics of the Christ myth theory,0.181818181818182,55606186,2017-10-23T19:52:43Z,"This category includes authors and scholars who have criticized the Christ myth <span class=""searchmatch"">theory</span>.",13
theory of human,Social learning theory,0.181818181818182,16162632,2018-12-31T21:29:54Z,"Social learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",50
theories of literature,Literary criticism,0.181818181818182,733855,2021-01-05T12:52:22Z,"interpretation <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>. Modern literary criticism is often influenced by literary <span class=""searchmatch"">theory</span>, which is the philosophical discussion <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>'s goals and",62
theories of literature,Social theories,0.181818181818182,23079219,2020-08-07T19:14:31Z,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",29
theories of meaning,Social constructionism,0.181818181818182,4228486,2021-09-27T08:07:59Z,"form the basis for shared assumptions about reality. The <span class=""searchmatch"">theory</span> centers on the notion that <span class=""searchmatch"">meanings</span> are developed in coordination with others rather than",54
theories of social,Social constructionism,0.181818181818182,4228486,2021-09-27T08:07:59Z,"Articles relating to <span class=""searchmatch"">social</span> constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and communication <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed",54
theory of games,Role-playing games about conspiracy theories,0.181818181818182,67190630,2021-03-23T15:20:44Z,"Role-playing <span class=""searchmatch"">games</span> about conspiracy <span class=""searchmatch"">theories</span>.",6
"theory of literature ,",Literary criticism,0.181818181818182,733855,2021-01-05T12:52:22Z,"interpretation <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>. Modern literary criticism is often influenced by literary <span class=""searchmatch"">theory</span>, which is the philosophical discussion <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>'s goals and",62
"theory of literature ,",Postmodern theory,0.181818181818182,704758,2021-01-08T11:16:04Z,"as an ambiguous overarching term for skeptical interpretations <span class=""searchmatch"">of</span> culture, <span class=""searchmatch"">literature</span>, art, philosophy, economics, architecture, fiction, and literary",82
"theory of literature ,",Mathematics stubs,0.181818181818182,1676945,2020-12-27T09:26:07Z,"stubs: {{topology-stub}} Knot <span class=""searchmatch"">theory</span> stubs: {{knottheory-stub}} Probability stubs: {{probability-stub}} Mathematics <span class=""searchmatch"">literature</span> stubs: {{mathematics-lit-stub}}",192
"theory of literature ,",Logic stubs,0.181818181818182,12198154,2021-01-01T11:04:00Z,"Force Philosophical <span class=""searchmatch"">Literature</span> Task Force Ethics Task Force Epistemology Task Force Philosophy <span class=""searchmatch"">of</span> Science Task Force Philosophy <span class=""searchmatch"">of</span> Language Task Force",214
theory of aesthetic,Philosophical concepts,0.181818181818182,3598957,2021-04-15T17:38:21Z,"<span class=""searchmatch"">Aesthetic</span> concepts Epistemological concepts Ethical concepts Logical concepts Metaphysical concepts Social concepts Philosophers Literature <span class=""searchmatch"">Theories</span>",2
theory of forms,Social constructionism,0.181818181818182,4228486,2021-09-27T08:07:59Z,"<span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and communication <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed understandings <span class=""searchmatch"">of</span> the world that <span class=""searchmatch"">form</span> the",54
theory of novel,Mathematical chemistry,0.181818181818182,15689672,2021-03-28T13:11:50Z,"chemistry (computer chemistry) is the area <span class=""searchmatch"">of</span> research engaged in the <span class=""searchmatch"">novel</span> and nontrivial applications <span class=""searchmatch"">of</span> mathematics to chemistry; it concerns itself",45
theory of social,Social constructionism,0.181818181818182,4228486,2021-09-27T08:07:59Z,"Articles relating to <span class=""searchmatch"">social</span> constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and communication <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed",54
"theory of meaning ,",Social constructionism,0.181818181818182,4228486,2021-09-27T08:07:59Z,"form the basis for shared assumptions about reality. The <span class=""searchmatch"">theory</span> centers on the notion that <span class=""searchmatch"">meanings</span> are developed in coordination with others rather than",54
theories of late,Generative linguistics,0.181818181818182,3377325,2021-02-03T09:16:14Z,"Generative linguistics is a school <span class=""searchmatch"">of</span> linguistics started by Noam Chomsky in the <span class=""searchmatch"">late</span> 1950s. This category contains articles on <span class=""searchmatch"">theories</span> within this school.",24
theory of .,Set theory,0.181818181818182,693646,2020-04-22T19:22:50Z,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any <span class=""searchmatch"">of</span> a number <span class=""searchmatch"">of</span> subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",161
theory of .,Critics of the Christ myth theory,0.181818181818182,55606186,2017-10-23T19:52:43Z,"This category includes authors and scholars who have criticized the Christ myth <span class=""searchmatch"">theory</span>.",13
theory of composition,Philosophy of language,0.181818181818182,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of translation,Open proxies blocked on Wikipedia,0.181818181818182,5331091,2021-06-07T17:59:54Z,"TOC Skip to bottom Shortcut CAT:OP This category shows an incomplete list <span class=""searchmatch"">of</span> IP addresses that have been blocked as suspected or confirmed open proxies",184
"theory of grammar ,","Military science, technology, and theory articles needing attention to grammar",0.17948717948718,25703537,2016-06-21T14:04:00Z,"the Military science, technology, and <span class=""searchmatch"">theory</span> task force which have been marked as needing attention to <span class=""searchmatch"">grammar</span> (B-Class criterion #4). Articles are automatically",86
theory of natural language,"International Institute for Science, Technology and Education academic journals",0.177215189873418,59006967,2021-06-20T18:17:22Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",81
theory of signs,Fellows of the Institute of Mathematical Statistics,0.176470588235294,27365594,2020-04-22T19:56:21Z,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",29
theory of tonal,Heptatonic scales,0.176470588235294,36094479,2020-01-08T07:43:05Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theories of digital,Science and Technology Publishing academic journals,0.176470588235294,58737051,2020-10-05T00:00:45Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theory of digital,Science and Technology Publishing academic journals,0.176470588235294,58737051,2020-10-05T00:00:45Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theory of oral,Science and Technology Publishing academic journals,0.176470588235294,58737051,2020-10-05T00:00:45Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theories of sound,Design,0.176470588235294,999651,2020-04-16T23:08:00Z,"Jewellery design Floral design Game art design Property design Scenic design <span class=""searchmatch"">Sound</span> design Stage/set lighting design Textile design Other design &amp; engineering",29
theory of forms,Langlands program,0.176470588235294,32335787,2014-11-21T11:11:50Z,"web <span class=""searchmatch"">of</span> far-reaching and influential conjectures that relate Galois groups in algebraic number <span class=""searchmatch"">theory</span> to automorphic <span class=""searchmatch"">forms</span> and representation <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> algebraic",42
theory of interface,Science and Technology Publishing academic journals,0.176470588235294,58737051,2020-10-05T00:00:45Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
"theory of signs ,",Fellows of the Institute of Mathematical Statistics,0.176470588235294,27365594,2020-04-22T19:56:21Z,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",29
theory of text,Pastafarian Wikipedians,0.173913043478261,18105867,2020-07-27T10:41:52Z,"This category consists <span class=""searchmatch"">of</span> Wikipedians who believe in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> the Flying Spaghetti Monster, and who believe that if intelligent design is taught",101
theory of communication,Information theory,0.173913043478261,694025,2020-12-13T00:23:18Z,"Articles relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and <span class=""searchmatch"">communication</span> <span class=""searchmatch"">of</span> information. Top 0–9 A B C D E F G H I J K L",43
theory of evolution,Pastafarian Wikipedians,0.173913043478261,18105867,2020-07-27T10:41:52Z,"This category consists <span class=""searchmatch"">of</span> Wikipedians who believe in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> the Flying Spaghetti Monster, and who believe that if intelligent design is taught",101
theory of music,Italian music theorists,0.173913043478261,5879293,2020-08-15T23:53:21Z,"Italy portal <span class=""searchmatch"">Music</span> portal <span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient",52
theory of signs,Works by Gilles Deleuze,0.173913043478261,22543846,2013-04-03T15:32:06Z,"Proust and <span class=""searchmatch"">Signs</span> Nietzsche Bergsonism Masochism: Coldness and Cruelty Difference and Repetition Expressionism in Philosophy: Spinoza The Logic <span class=""searchmatch"">of</span> Sense Spinoza:",0
theories of writing,Literature about poetry,0.173913043478261,32553954,2018-07-09T08:13:01Z,NA,0
theory of tonal,Tritonic musical scales,0.173913043478261,62858662,2020-01-19T09:14:35Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theory of digital,Eurasian Research Publishing academic journals,0.173913043478261,58737295,2020-10-04T23:58:07Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",142
theory of tonal music,Tritonic musical scales,0.173913043478261,62858662,2020-01-19T09:14:35Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theories of editing,Wikipedia edit requests,0.173913043478261,46624603,2021-03-02T21:19:46Z,"requests for <span class=""searchmatch"">edits</span> to protected pages. See Wikipedia:<span class=""searchmatch"">Edit</span> requests for further information. See also: Special:PendingChanges lists pages with <span class=""searchmatch"">edit</span> requests",30
theories of music,Italian music theorists,0.173913043478261,5879293,2020-08-15T23:53:21Z,"Italy portal <span class=""searchmatch"">Music</span> portal <span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient",52
theory of computational,Computational physics,0.173913043478261,792595,2020-12-21T22:02:56Z,"<span class=""searchmatch"">Computational</span> physics is the study and implementation <span class=""searchmatch"">of</span> numerical algorithms in order to solve problems in physics for which a quantitative <span class=""searchmatch"">theory</span> already",24
theories of information,Graph theory,0.173913043478261,691898,2021-08-26T18:06:47Z,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",146
theories of information,Comparisons,0.173913043478261,984353,2021-03-21T14:00:22Z,"subjects such as abstract <span class=""searchmatch"">theories</span>, concrete objects, intangible phenomena, etc. Comparisons are useful to convey <span class=""searchmatch"">information</span> about different topics to",84
theory of interface,Eurasian Research Publishing academic journals,0.173913043478261,58737295,2020-10-04T23:58:07Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",142
theory of justification,Empiricism,0.173913043478261,3142995,2021-04-04T20:18:52Z,NA,0
theory of justification,Rationalism,0.173913043478261,2664243,2021-04-04T20:19:02Z,NA,0
theory of justification,Coherentism,0.173913043478261,26840325,2021-04-04T20:18:46Z,NA,0
theory of justification,Dogmatism,0.173913043478261,36320965,2021-04-04T20:18:50Z,NA,0
theory of tonal music .,Octatonic scales,0.173913043478261,41716237,2020-01-08T07:18:51Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theory of tonal music .,Tritonic musical scales,0.173913043478261,62858662,2020-01-19T09:14:35Z,view 3: Category:Tritonic musical scales 5: Category:Pentatonic scales 6: Category:Hexatonic scales 7: Category:Heptatonic scales 8: Category:Octatonic,20
theory of tonal music .,Twelve-tone technique,0.173913043478261,1169863,2021-11-20T21:27:33Z,NA,0
theory of tonal music .,Atonal compositions,0.173913043478261,37784434,2013-11-05T11:56:51Z,NA,0
theory of digital,Academic and Scientific Publishing academic journals,0.173076923076923,58736909,2021-06-04T20:17:50Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",152
theory of digital,European Union Research Publishing academic journals,0.173076923076923,58737349,2020-10-04T23:58:21Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theory of optics,Research and Knowledge Publication academic journals,0.173076923076923,58737189,2020-10-05T00:00:20Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",144
theory of interface,Academic and Scientific Publishing academic journals,0.173076923076923,58736909,2021-06-04T20:17:50Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",152
theory of interface,European Union Research Publishing academic journals,0.173076923076923,58737349,2020-10-04T23:58:21Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theory of human,Solar System dynamic theories,0.172413793103448,10772136,2020-12-24T01:04:44Z,"<span class=""searchmatch"">theories</span> about Solar System bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",44
theories of human,Solar System dynamic theories,0.172413793103448,10772136,2020-12-24T01:04:44Z,"<span class=""searchmatch"">theories</span> about Solar System bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",44
theories of meaning,Functionalism (social theory),0.172413793103448,36599442,2019-10-24T21:17:28Z,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other <span class=""searchmatch"">meanings</span> <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",21
theories of intelligence,Canadian Research Publication academic journals,0.170212765957447,58659464,2020-10-04T23:57:50Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",142
theory of interface,Canadian Research Publication academic journals,0.170212765957447,58659464,2020-10-04T23:57:50Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",142
theory of language,Knot stubs,0.166666666666667,1105497,2013-03-28T23:53:53Z,"for knots in the ordinary-<span class=""searchmatch"">language</span> sense <span class=""searchmatch"">of</span> the word, not for stubs relating to the mathematical discipline <span class=""searchmatch"">of</span> knot <span class=""searchmatch"">theory</span>. For the latter, please use",34
theory of language,Logic stubs,0.166666666666667,12198154,2021-01-01T11:04:00Z,"Philosophy <span class=""searchmatch"">of</span> Science Task Force Philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">Language</span> Task Force Theoretical Linguistics Task Force WikiProject Pseudoscience WikiProject Game <span class=""searchmatch"">theory</span> WikiProject",214
theory of meaning,Mathematical logic,0.166666666666667,693685,2020-04-22T19:22:12Z,"has several <span class=""searchmatch"">meanings</span> in common usage. It originally referred to symbolic or formal logic, and then came to be associated with the study <span class=""searchmatch"">of</span> the logical",143
theory of grammar,Grammar frameworks,0.166666666666667,1761683,2017-02-23T20:36:00Z,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">grammar</span> are used to describe natural (human) languages.",11
theory of textual,French biblical scholars,0.166666666666667,30605592,2019-11-08T13:01:31Z,"French scholars in the field <span class=""searchmatch"">of</span> biblical studies. For its <span class=""searchmatch"">theory</span> and methods, the field draws on disciplines ranging from archaeology, ancient history",41
theory of human,Esoteric anthropogenesis,0.166666666666667,4111953,2020-07-19T22:19:08Z,"The occult history <span class=""searchmatch"">of</span> <span class=""searchmatch"">human</span> evolution according to esoteric knowledge presented in the philosophies <span class=""searchmatch"">of</span> H.P. Blavatsky, Rudolf Steiner and Max Heindel",98
theories of knowledge,Esoteric anthropogenesis,0.166666666666667,4111953,2020-07-19T22:19:08Z,"The occult history <span class=""searchmatch"">of</span> human evolution according to esoteric <span class=""searchmatch"">knowledge</span> presented in the philosophies <span class=""searchmatch"">of</span> H.P. Blavatsky, Rudolf Steiner and Max Heindel",98
theory of evolution,Evolutionist Wikipedians,0.166666666666667,23309527,2020-04-04T20:10:09Z,"This user is interested in and studies the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span>.",27
theories of human,Applied psychology,0.166666666666667,1061365,2019-10-19T10:12:40Z,"Applied psychology is the use <span class=""searchmatch"">of</span> psychological principles and <span class=""searchmatch"">theories</span> to overcome problems in other areas, such as mental health, business management",63
