,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
3,14.0,Category:Postmodern theory,704758.0,972.0,82.0,"its set <span class=""searchmatch"">of</span> cultural tendencies and associated cultural movements. It is in general the era that follows Modernism. While contested, it <span class=""searchmatch"">frequently</span> serves",2021-01-08T11:16:04Z,theory of frequent
4,14.0,Category:Philosophical theories,2649129.0,405.0,58.0,"Philosophical <span class=""searchmatch"">theories</span>, views that attempt to explain or account for a particular problem in philosophy. See also Glossary <span class=""searchmatch"">of</span> philosophy and List <span class=""searchmatch"">of</span> philosophies",2020-12-17T21:58:05Z,theory of frequent
5,14.0,Category:Isomorphism theorems,11569620.0,725.0,84.0,"theorem, and are encountered <span class=""searchmatch"">frequently</span> in group <span class=""searchmatch"">theory</span>. The isomorphism theorems are also fundamental in the field <span class=""searchmatch"">of</span> K-<span class=""searchmatch"">theory</span>, and arise in ostensibly non-algebraic",2017-03-25T15:59:18Z,theory of frequent
6,14.0,Category:Connection (mathematics),5723727.0,1007.0,115.0,"connection, and Ehresmann connection. For connections as they are <span class=""searchmatch"">frequently</span> used in gauge <span class=""searchmatch"">theory</span> and physics, see gauge covariant derivative and gauge connection",2020-01-07T21:39:09Z,theory of frequent
7,14.0,Category:Educators,752485.0,292.0,23.0,"Educators are people involved in the practice <span class=""searchmatch"">of</span> education. For people involved in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> education see Category:Educational theorists and its subcategories",2020-09-20T22:27:41Z,theory of frequent
8,14.0,Category:Political philosophy,1013657.0,1379.0,166.0,"philosophy, or political <span class=""searchmatch"">theory</span>, is the study <span class=""searchmatch"">of</span> topics such as politics, liberty, justice, property, rights, law, and the enforcement <span class=""searchmatch"">of</span> a laws by authority:",2020-12-24T00:29:47Z,theory of frequent
9,14.0,Category:Drama,709071.0,756.0,90.0,"lyrical modes ever since Aristotle's Poetics (c. 335 BC)—the earliest work <span class=""searchmatch"">of</span> dramatic <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-12-21T10:38:31Z,theory of frequent
0,14.0,Category:Operator theory,691908.0,419.0,71.0,"Operator <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> <span class=""searchmatch"">functional</span> analysis which deals with bounded linear operators and their properties. It can be split crudely into two branches",2020-12-21T22:08:48Z,theory of functional
1,14.0,Category:Topology of function spaces,2120027.0,377.0,40.0,"The topology <span class=""searchmatch"">of</span> function spaces concerns topics <span class=""searchmatch"">of</span> topology as it relates to <span class=""searchmatch"">functional</span> analysis. This includes the topology <span class=""searchmatch"">of</span> function spaces, such as",2020-08-29T19:25:19Z,theory of functional
2,14.0,Category:Linear algebra,690777.0,1119.0,125.0,"algebra and <span class=""searchmatch"">functional</span> analysis. Linear algebra also has a concrete representation in analytic geometry and it is generalized in operator <span class=""searchmatch"">theory</span>. It has extensive",2020-04-22T18:55:13Z,theory of functional
3,14.0,Category:Isomorphism theorems,11569620.0,725.0,84.0,"<span class=""searchmatch"">theory</span>. The isomorphism theorems are also fundamental in the field <span class=""searchmatch"">of</span> K-<span class=""searchmatch"">theory</span>, and arise in ostensibly non-algebraic situations such as <span class=""searchmatch"">functional</span> analysis",2017-03-25T15:59:18Z,theory of functional
4,14.0,Category:Functional subgroups,4939052.0,435.0,61.0,"Given a group, there are some subgroups <span class=""searchmatch"">of</span> interest that can be defined uniquely and <span class=""searchmatch"">functionally</span> in terms <span class=""searchmatch"">of</span> G {\displaystyle G} , such as the center",2009-03-11T09:49:37Z,theory of functional
5,14.0,Category:Approximation theory,1504591.0,359.0,27.0,"In mathematics, approximation <span class=""searchmatch"">theory</span> is concerned with how functions can be approximated with other, simpler, functions, and with characterizing in a quantitative",2021-02-18T18:39:16Z,theory of functional
6,14.0,Category:Geometric flow,14617545.0,577.0,55.0,"to a <span class=""searchmatch"">functional</span> on a manifold which has a geometric interpretation, usually associated with some extrinsic or intrinsic curvature. These are <span class=""searchmatch"">of</span> fundamental",2017-12-02T13:42:20Z,theory of functional
7,14.0,Category:Biologically-based therapies,5717653.0,474.0,40.0,"such as: botanicals animal-derived extracts vitamins minerals fatty acids amino acids proteins prebiotics and probiotics whole diets <span class=""searchmatch"">functional</span> foods.",2021-04-27T08:23:04Z,theory of functional
8,14.0,Category:Density functional theory software,49682822.0,186.0,0.0,,2016-03-08T17:41:37Z,theory of functional
9,14.0,Category:Density functional theory,2865531.0,117.0,0.0,,2019-11-28T04:08:31Z,theory of functional
0,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject <span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",2021-08-01T19:06:59Z,theory of game
1,14.0,Category:Game theory,774008.0,644.0,66.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,theory of game
2,14.0,Category:Mid-importance game theory articles,10126378.0,218.0,8.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> mid importance.",2020-12-20T22:12:02Z,theory of game
3,14.0,Category:Unassessed game theory articles,10126313.0,289.0,12.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> not yet rated on the Wikipedia 1.0 Assessment Scale.",2020-07-29T10:56:12Z,theory of game
4,14.0,Category:C-Class game theory articles,18231913.0,290.0,14.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as C-class on the Wikipedia 1.0 Assessment Scale.",2020-07-30T14:55:22Z,theory of game
5,14.0,Category:Low-importance game theory articles,10126383.0,232.0,37.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> low importance. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-07-27T15:42:13Z,theory of game
6,14.0,Category:Stub-Class game theory articles,10126284.0,299.0,14.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as Stub-class on the Wikipedia 1.0 Assessment Scale.",2020-07-29T10:56:11Z,theory of game
7,14.0,Category:High-importance game theory articles,10126372.0,235.0,8.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> high importance.",2020-07-29T10:56:16Z,theory of game
8,14.0,Category:Start-Class game theory articles,10126273.0,302.0,43.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as Start-class on the Wikipedia 1.0 Assessment Scale. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-07-27T14:46:09Z,theory of game
9,14.0,Category:Wikipedians interested in game theory,55006807.0,940.0,66.0,"interest category comprises the user pages <span class=""searchmatch"">of</span> Wikipedia users who have expressed an interest in <span class=""searchmatch"">game</span> <span class=""searchmatch"">theory</span>. The following userbox templates will add your",2018-02-13T18:38:01Z,theory of game
0,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject <span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",2021-08-01T19:06:59Z,theory of gaming
1,14.0,Category:Game theory,774008.0,644.0,66.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,theory of gaming
2,14.0,Category:Mid-importance game theory articles,10126378.0,218.0,8.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> mid importance.",2020-12-20T22:12:02Z,theory of gaming
3,14.0,Category:Unassessed game theory articles,10126313.0,289.0,12.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> not yet rated on the Wikipedia 1.0 Assessment Scale.",2020-07-29T10:56:12Z,theory of gaming
4,14.0,Category:Low-importance game theory articles,10126383.0,232.0,37.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> low importance. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-07-27T15:42:13Z,theory of gaming
5,14.0,Category:C-Class game theory articles,18231913.0,290.0,14.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as C-class on the Wikipedia 1.0 Assessment Scale.",2020-07-30T14:55:22Z,theory of gaming
6,14.0,Category:Stub-Class game theory articles,10126284.0,299.0,14.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as Stub-class on the Wikipedia 1.0 Assessment Scale.",2020-07-29T10:56:11Z,theory of gaming
7,14.0,Category:High-importance game theory articles,10126372.0,235.0,8.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> high importance.",2020-07-29T10:56:16Z,theory of gaming
8,14.0,Category:Start-Class game theory articles,10126273.0,302.0,43.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as Start-class on the Wikipedia 1.0 Assessment Scale. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-07-27T14:46:09Z,theory of gaming
9,14.0,Category:Top-importance game theory articles,10126358.0,232.0,8.0,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> top importance.",2020-07-29T10:56:14Z,theory of gaming
0,14.0,Category:Gender theories,63068457.0,115.0,4.0,"Social <span class=""searchmatch"">theories</span> on <span class=""searchmatch"">gender</span>.",2020-02-14T18:27:16Z,theory of gendered
1,14.0,Category:Social philosophy,771308.0,749.0,100.0,"development <span class=""searchmatch"">of</span> novel theoretical frameworks, from social ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, <span class=""searchmatch"">gender</span> equity and",2021-09-11T21:52:22Z,theory of gendered
2,14.0,Category:Gender roles,38621123.0,1314.0,97.0,"Articles relating to <span class=""searchmatch"">gender</span> roles, social roles encompassing a range <span class=""searchmatch"">of</span> behaviors and attitudes that are generally considered acceptable, appropriate,",2021-11-08T10:45:04Z,theory of gendered
3,14.0,Category:Non-binary gender,61827911.0,360.0,25.0,"(also spelled nonbinary) is an umbrella term for <span class=""searchmatch"">gender</span> identities that are neither male nor female‍—‌identities that are outside the <span class=""searchmatch"">gender</span> binary.",2021-04-23T05:27:05Z,theory of gendered
4,14.0,Category:Shakespeare authorship question,31868239.0,956.0,76.0,"the various alternative-authorship <span class=""searchmatch"">theories</span>—believe that Shakespeare <span class=""searchmatch"">of</span> Stratford was a front to shield the identity <span class=""searchmatch"">of</span> the real author or authors, who for",2021-01-05T12:23:39Z,theory of gendered
5,14.0,Category:Gender studies stubs,10643689.0,268.0,0.0,"articles relating to <span class=""searchmatch"">gender</span> studies. You can help by expanding them. To add an article to this category, use {{<span class=""searchmatch"">gender</span>-studies-stub}} instead <span class=""searchmatch"">of</span> {{stub}}.",2021-05-25T18:00:39Z,theory of gendered
6,14.0,Category:Identity politics,16609007.0,1110.0,126.0,"relating to identity politics, a political approach wherein people <span class=""searchmatch"">of</span> a particular <span class=""searchmatch"">gender</span>, religion, race, social background, class or other identifying factor",2021-05-02T01:01:00Z,theory of gendered
7,14.0,Category:Feminist theory,704466.0,204.0,29.0,"Wikimedia Commons has media related to Feminist <span class=""searchmatch"">theory</span>.",2020-11-08T00:40:32Z,theory of gendered
8,14.0,Category:Queer theory,696637.0,279.0,2.0,LGBT portal,2020-06-12T18:50:57Z,theory of gendered
9,14.0,Category:Gender studies,696920.0,281.0,2.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Gender</span> studies.",2020-04-25T19:16:24Z,theory of gendered
0,14.0,Category:Drama,709071.0,756.0,90.0,"<span class=""searchmatch"">of</span> fiction represented in performance: a play, opera, mime, ballet, etc., performed in a theatre, or on radio or television. Considered as a <span class=""searchmatch"">genre</span> <span class=""searchmatch"">of</span>",2020-12-21T10:38:31Z,theory of genre
1,14.0,Category:Alternate history role-playing games,67185326.0,223.0,17.0,"Role-playing games (including live-action) in the alternate history <span class=""searchmatch"">genre</span>, including &quot;secret history&quot; and conspiracy <span class=""searchmatch"">theory</span>.",2021-03-23T15:23:02Z,theory of genre
2,14.0,Category:Romance (genre),28355653.0,365.0,27.0,"or chivalric romance is a style <span class=""searchmatch"">of</span> heroic prose and verse narrative that was popular in the aristocratic circles <span class=""searchmatch"">of</span> High Medieval and Early Modern Europe",2019-05-17T11:41:48Z,theory of genre
3,14.0,Category:Academic works about film theory,37708523.0,186.0,0.0,,2018-07-09T08:12:04Z,theory of genre
4,14.0,Category:Romanticism,1252840.0,774.0,79.0,"with other uses <span class=""searchmatch"">of</span> the term, for example from Music, where the &quot;Romantic&quot; period overlaps, but does not coincide with, the general use <span class=""searchmatch"">of</span> the term. Top",2021-08-15T08:56:46Z,theory of genre
5,14.0,Category:Action,7297212.0,156.0,0.0,"For the philosophical <span class=""searchmatch"">theory</span>, see Category:Action (philosophy). For action as a type <span class=""searchmatch"">of</span> creative work, see Category:Action (<span class=""searchmatch"">genre</span>). Note: This category",2016-05-04T16:28:59Z,theory of genre
6,14.0,Category:Symbolism (arts),3602693.0,314.0,12.0,"Art and writing <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",2021-08-15T08:57:09Z,theory of genre
7,14.0,Category:Magic realism,12756763.0,281.0,0.0,,2020-03-14T17:04:31Z,theory of genre
0,14.0,Category:Drama,709071.0,756.0,90.0,"lyrical modes ever since Aristotle's Poetics (c. 335 BC)—the earliest work <span class=""searchmatch"">of</span> dramatic <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-12-21T10:38:31Z,theory of genres
1,14.0,Category:Alternate history role-playing games,67185326.0,223.0,17.0,"Role-playing games (including live-action) in the alternate history <span class=""searchmatch"">genre</span>, including &quot;secret history&quot; and conspiracy <span class=""searchmatch"">theory</span>.",2021-03-23T15:23:02Z,theory of genres
2,14.0,Category:Romance (genre),28355653.0,365.0,27.0,"or chivalric romance is a style <span class=""searchmatch"">of</span> heroic prose and verse narrative that was popular in the aristocratic circles <span class=""searchmatch"">of</span> High Medieval and Early Modern Europe",2019-05-17T11:41:48Z,theory of genres
3,14.0,Category:Academic works about film theory,37708523.0,186.0,0.0,,2018-07-09T08:12:04Z,theory of genres
4,14.0,Category:Romanticism,1252840.0,774.0,79.0,"with other uses <span class=""searchmatch"">of</span> the term, for example from Music, where the &quot;Romantic&quot; period overlaps, but does not coincide with, the general use <span class=""searchmatch"">of</span> the term. Top",2021-08-15T08:56:46Z,theory of genres
5,14.0,Category:Action,7297212.0,156.0,0.0,"For the philosophical <span class=""searchmatch"">theory</span>, see Category:Action (philosophy). For action as a type <span class=""searchmatch"">of</span> creative work, see Category:Action (<span class=""searchmatch"">genre</span>). Note: This category",2016-05-04T16:28:59Z,theory of genres
6,14.0,Category:Symbolism (arts),3602693.0,314.0,12.0,"Art and writing <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",2021-08-15T08:57:09Z,theory of genres
7,14.0,Category:Magic realism,12756763.0,281.0,0.0,,2020-03-14T17:04:31Z,theory of genres
0,14.0,Category:Grammar frameworks,1761683.0,213.0,11.0,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">grammar</span> are used to describe natural (human) languages.",2017-02-23T20:36:00Z,theory of grammars
1,14.0,"Category:Military science, technology, and theory articles needing attention to grammar",25703537.0,91.0,86.0,"the Military science, technology, and <span class=""searchmatch"">theory</span> task force which have been marked as needing attention to <span class=""searchmatch"">grammar</span> (B-Class criterion #4). Articles are automatically",2016-06-21T14:04:00Z,theory of grammars
2,14.0,Category:Generative linguistics,3377325.0,288.0,24.0,"Generative linguistics is a school <span class=""searchmatch"">of</span> linguistics started by Noam Chomsky in the late 1950s. This category contains articles on <span class=""searchmatch"">theories</span> within this school.",2021-02-03T09:16:14Z,theory of grammars
0,14.0,Category:Graphs (images),932444.0,520.0,36.0,"Category:Graph <span class=""searchmatch"">theory</span> Category:Charts Resources: Wikipedia:<span class=""searchmatch"">Graphic</span> Lab/Image workshop meta:Philip Greenspun illustration project. Creation and improvement <span class=""searchmatch"">of</span> illustrations",2019-11-30T19:36:17Z,theory of graphic
1,14.0,Category:Graph drawing,26354762.0,377.0,29.0,"See also Category:Geometric graph <span class=""searchmatch"">theory</span> and Category:Topological graph <span class=""searchmatch"">theory</span>. This category is about Graph (discrete mathematics)s, as defined in discrete",2020-05-23T15:37:01Z,theory of graphic
2,14.0,Category:Color,979606.0,284.0,29.0,"Polychromatic colors Impossible colors Light-on-dark Tinctures in heraldry Color <span class=""searchmatch"">theory</span> Chromaticity diagram Color solid Color wheel Color triangle Color analysis",2021-01-23T13:58:51Z,theory of graphic
3,14.0,Category:Design,999651.0,209.0,29.0,"Responsibility-driven RWD Safe-life Sustainable Systemic SOD Tableless web <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> constraints Top-down and bottom-up Transformation Transgenerational TRIZ",2020-04-16T23:08:00Z,theory of graphic
0,14.0,Category:Geometric group theory,1427925.0,273.0,18.0,"In mathematics, geometric <span class=""searchmatch"">group</span> <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> <span class=""searchmatch"">groups</span> by geometric methods. See also Category:Combinatorial <span class=""searchmatch"">group</span> <span class=""searchmatch"">theory</span>.",2019-07-13T00:39:39Z,theory of group
1,14.0,Category:Combinatorial group theory,2109224.0,113.0,5.0,"See also Category:Geometric <span class=""searchmatch"">group</span> <span class=""searchmatch"">theory</span>.",2013-03-28T04:05:03Z,theory of group
2,14.0,Category:Model theory,693979.0,550.0,71.0,"mathematics, model <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> (classes <span class=""searchmatch"">of</span>) mathematical structures such as <span class=""searchmatch"">groups</span>, fields, graphs or even models <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span> using tools from",2020-04-22T19:22:34Z,theory of group
3,14.0,Category:Galois theory,837233.0,617.0,68.0,"mathematics, Galois <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> abstract algebra. At the most basic level, it uses permutation <span class=""searchmatch"">groups</span> to describe how the various roots <span class=""searchmatch"">of</span> a given polynomial",2020-06-25T07:33:12Z,theory of group
4,14.0,Category:Systems theory,717695.0,364.0,62.0,"portal Systems <span class=""searchmatch"">theory</span> is the interdisciplinary study <span class=""searchmatch"">of</span> systems in science and society. It offers frameworks to describe and analyze <span class=""searchmatch"">groups</span> <span class=""searchmatch"">of</span> objects that",2020-08-29T17:44:54Z,theory of group
5,14.0,Category:Group theory,23087655.0,295.0,49.0,"In mathematics, a <span class=""searchmatch"">group</span> is a set, together with a binary operation satisfying certain axioms, detailed in the <span class=""searchmatch"">group</span> article. Top 0–9 A B C D E F G H I",2021-02-08T12:16:48Z,theory of group
6,14.0,Category:Moonshine theory,23087663.0,242.0,20.0,"Moonshine <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that deals with the connections between finite simple <span class=""searchmatch"">groups</span> and modular functions etc.",2005-03-06T22:13:17Z,theory of group
7,14.0,Category:Conspiracy theories,874184.0,686.0,49.0,"relating to conspiracy <span class=""searchmatch"">theories</span>, explanations for events or situations that invoke a conspiracy by sinister and powerful <span class=""searchmatch"">groups</span>, often political in motivation",2021-08-14T09:52:56Z,theory of group
8,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",2021-08-01T19:06:59Z,theory of group
9,14.0,Category:Homotopy theory,696073.0,433.0,77.0,"topology, homotopy <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> homotopy <span class=""searchmatch"">groups</span>; and more generally <span class=""searchmatch"">of</span> the category <span class=""searchmatch"">of</span> topological spaces and homotopy classes <span class=""searchmatch"">of</span> continuous mappings",2020-04-22T18:51:00Z,theory of group
0,14.0,Category:Disk encryption,7160953.0,230.0,11.0,"Category for articles related to disk encryption <span class=""searchmatch"">theory</span>, software and <span class=""searchmatch"">hardware</span>.",2013-03-28T13:36:57Z,theory of hardware
1,14.0,Category:Design,999651.0,209.0,29.0,"Responsibility-driven RWD Safe-life Sustainable Systemic SOD Tableless web <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> constraints Top-down and bottom-up Transformation Transgenerational TRIZ",2020-04-16T23:08:00Z,theory of hardware
0,14.0,Category:Christ myth theory,22736458.0,614.0,16.0,"This category includes articles on authors and articles associated with the Christ myth <span class=""searchmatch"">theory</span>. Category:Conspiracy <span class=""searchmatch"">theories</span>",2021-12-03T17:31:19Z,theory of historicity
1,14.0,Category:New Urbanism,1021073.0,1299.0,153.0,"issues, such as <span class=""searchmatch"">historic</span> preservation, safe streets, green building, and the renovation <span class=""searchmatch"">of</span> brownfield land are also covered in the Charter <span class=""searchmatch"">of</span> the New Urbanism",2020-10-02T21:05:10Z,theory of historicity
2,14.0,Category:Denial of the crucifixion of Jesus,53921841.0,959.0,102.0,"Denial <span class=""searchmatch"">of</span> the crucifixion <span class=""searchmatch"">of</span> Jesus. Jesus' crucifixion is described in the four canonical gospels, referred to in the New Testament epistles, attested",2020-04-23T15:15:27Z,theory of historicity
3,14.0,Category:Swoon hypothesis,63896470.0,250.0,17.0,"The hypothesis that Jesus did not die on the cross but merely lost consciousness, i.e., &quot;swooned&quot;.",2021-03-22T20:47:41Z,theory of historicity
0,14.0,Category:Social learning theory,16162632.0,483.0,50.0,"Social learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",2018-12-31T21:29:54Z,theory of humans
1,14.0,Category:Military theory,14872290.0,495.0,53.0,"military <span class=""searchmatch"">theory</span>, the analysis <span class=""searchmatch"">of</span> normative behavior and trends in military affairs and military history, beyond simply describing events in war. <span class=""searchmatch"">Theories</span> and",2021-07-29T17:54:23Z,theory of humans
2,14.0,Category:Social philosophy,771308.0,749.0,100.0,"to the development <span class=""searchmatch"">of</span> novel theoretical frameworks, from social ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, <span class=""searchmatch"">human</span> rights, gender equity",2021-09-11T21:52:22Z,theory of humans
3,14.0,Category:Solar System dynamic theories,10772136.0,425.0,44.0,"<span class=""searchmatch"">theories</span> about Solar System bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",2020-12-24T01:04:44Z,theory of humans
4,14.0,Category:Creationism,919511.0,1850.0,190.0,"the Genesis creation narrative and the rejection <span class=""searchmatch"">of</span> the scientific <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> evolution. As the history <span class=""searchmatch"">of</span> evolutionary thought developed from the 18th century",2021-11-15T06:56:07Z,theory of humans
5,14.0,Category:Popular psychology,1056200.0,378.0,58.0,"The term popular psychology refers to concepts and <span class=""searchmatch"">theories</span> about <span class=""searchmatch"">human</span> mental life and behaviour that are purportedly based on psychology and that attain",2020-12-04T06:30:43Z,theory of humans
6,14.0,Category:Patriot movement,58166043.0,1638.0,77.0,"2001). The Age <span class=""searchmatch"">of</span> Anxiety: Conspiracy <span class=""searchmatch"">Theory</span> and the <span class=""searchmatch"">Human</span> Sciences. Wiley. ISBN 9780631231684 – via Google Books. &quot;Key Events and Crimes <span class=""searchmatch"">of</span> the Patriot",2021-12-01T20:37:48Z,theory of humans
7,14.0,Category:Creationists,1529210.0,1677.0,190.0,"the Genesis creation narrative and the rejection <span class=""searchmatch"">of</span> the scientific <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> evolution. As the history <span class=""searchmatch"">of</span> evolutionary thought developed from the 18th century",2021-10-03T13:50:27Z,theory of humans
8,14.0,Category:Esoteric anthropogenesis,4111953.0,989.0,98.0,"– wrench tectonics – expansion tectonics, ...) , instead <span class=""searchmatch"">of</span> the mainstream-science <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> Plate tectonics (Continental drift). NCGT Group, Organized",2020-07-19T22:19:08Z,theory of humans
9,14.0,Category:Applied psychology,1061365.0,816.0,63.0,"Applied psychology is the use <span class=""searchmatch"">of</span> psychological principles and <span class=""searchmatch"">theories</span> to overcome problems in other areas, such as mental health, business management",2019-10-19T10:12:40Z,theory of humans
0,14.0,Category:Humorism,5292478.0,280.0,12.0,"Articles related to pre-modern medical humour <span class=""searchmatch"">theory</span> and the four humours.",2021-03-01T08:10:53Z,theory of humoral
1,14.0,Category:Forteana,1850570.0,298.0,33.0,"phenomena, that are related to the works <span class=""searchmatch"">of</span> Charles Fort, which he described as a &quot;distinctive blend <span class=""searchmatch"">of</span> mocking <span class=""searchmatch"">humor</span>, penetrating insight, and calculated",2017-08-23T18:50:53Z,theory of humoral
0,14.0,Category:Humorism,5292478.0,280.0,12.0,"Articles related to pre-modern medical <span class=""searchmatch"">humour</span> <span class=""searchmatch"">theory</span> and the four <span class=""searchmatch"">humours</span>.",2021-03-01T08:10:53Z,theory of humour
0,14.0,Category:Ideals,7378697.0,84.0,10.0,"An <span class=""searchmatch"">ideal</span> in mathematics is a concept from ring <span class=""searchmatch"">theory</span>.",2013-03-28T14:02:37Z,theory of ideal
1,14.0,Category:Localization (mathematics),20238327.0,1781.0,228.0,"principle. More abstractly, one studies a ring by localizing at a prime <span class=""searchmatch"">ideal</span>, obtaining a local ring. One then often takes the completion. The geometric",2011-06-30T12:49:22Z,theory of ideal
2,14.0,Category:Landscape ecology,29736286.0,335.0,0.0,"Latitudinal gradients in species diversity Minimum viable population Neutral <span class=""searchmatch"">theory</span> Occupancy–abundance relationship Population viability analysis Priority",2016-11-13T10:06:59Z,theory of ideal
0,14.0,Category:Wikipedia requested images of music theory,43509884.0,301.0,98.0,"talk page, which adds the article to Category:Wikipedia requested <span class=""searchmatch"">images</span> <span class=""searchmatch"">of</span> music <span class=""searchmatch"">theory</span>. If possible, please add request to an existing sub-category. You",2021-02-09T12:33:25Z,theory of images
1,14.0,Category:Graphs (images),932444.0,520.0,36.0,"Graph <span class=""searchmatch"">images</span> as in line charts, scatterplots, XY plots, etc. See also: Category:Graphs Category:Graph <span class=""searchmatch"">theory</span> Category:Charts Resources: Wikipedia:Graphic",2019-11-30T19:36:17Z,theory of images
2,14.0,Category:Photographic techniques,1120143.0,864.0,52.0,"This category contains categories and articles relating to the <span class=""searchmatch"">theory</span> and methodology <span class=""searchmatch"">of</span> composing and/or taking photographs, or to their manipulation",2019-06-13T06:16:31Z,theory of images
3,14.0,Category:Wavelets,1411079.0,465.0,24.0,"The <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> wavelets studies particular bases <span class=""searchmatch"">of</span> function spaces, with a view to applications; they are a key tool in time–frequency analysis.",2018-12-31T14:28:16Z,theory of images
4,14.0,Category:Stereotypes,1605478.0,950.0,51.0," a conventional, formulaic, and oversimplified conception, opinion, or <span class=""searchmatch"">image</span>. Parallel categories at this level: Bias, Discrimination, Persecution, Prejudices",2021-05-10T12:45:39Z,theory of images
