...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
0,14,Category:Formal theories,24825997,105,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Formal</span> <span class=""searchmatch"">theories</span>.",2020-10-04T10:23:11Z,formal theories,Formal theories,0.1428571428571429,1
1,14,Category:Formal theories of arithmetic,11504157,228,23,"These systems provide a logical framework and a set of axioms for the <span class=""searchmatch"">formal</span> study of arithmetic in the context of mathematical logic.",2015-09-30T17:20:28Z,formal theories,Formal theories of arithmetic,0.5714285714285714,15
1,14,Category:Density functional theory software,49682822,186,0,NA,2016-03-08T17:41:37Z,functional theory,Density functional theory software,0.53125,17
2,14,Category:Density functional theory,2865531,117,0,NA,2019-11-28T04:08:31Z,functional theory,Density functional theory,0.34782608695652173,8
0,14,Category:Mathematical logic,693685,993,143,"philosophical) foundations of <span class=""searchmatch"">mathematics</span>. In contemporary use by <span class=""searchmatch"">mathematical</span> logicians, the term refers to several branches of pure <span class=""searchmatch"">mathematics</span> whose study involves",2020-04-22T19:22:12Z,mathematical theories,Mathematical logic,0.5652173913043479,7
4,14,Category:Mathematical proofs,34560653,828,83,"This category includes articles on basic topics related to <span class=""searchmatch"">mathematical</span> proofs, including terminology and proof techniques. Related categories: Pages which",2019-09-13T00:21:43Z,mathematical theories,Mathematical proofs,0.5833333333333333,7
0,14,Category:Musical set theory,1444192,158,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Musical</span> set <span class=""searchmatch"">theory</span>.",2012-12-23T07:11:06Z,musical theory,Musical set theory,0.4444444444444444,5
1,14,Category:Music theory,736492,633,66,"Music <span class=""searchmatch"">theory</span> is a set of systems for analyzing, classifying, and composing music and the elements of music. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,musical theory,Music theory,0.5333333333333333,3
0,14,Category:Postcolonialism,11223970,262,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Postcolonialism</span>.",2018-04-02T21:10:38Z,postcolonial theory,Postcolonialism,0.5714285714285714,8
2,14,Category:Post-colonial theory,697307,37,0,"This category is located at Category:<span class=""searchmatch"">Postcolonialism</span>. Note: This category should be empty. See the instructions for more information. Administrators:",2007-09-04T14:00:35Z,postcolonial theory,Post-colonial theory,0.33333333333333337,2
0,14,Category:Postmodern theory,704758,972,82,"<span class=""searchmatch"">Postmodernism</span> is a term which describes the postmodernist movement in the arts, its set of cultural tendencies and associated cultural movements. It is",2021-01-08T11:16:04Z,postmodern theory,Postmodern theory,0.125,1
2,14,Category:Probabilistic models,28927577,31,0,NA,2016-12-08T18:26:05Z,probabilistic theory,Probabilistic models,0.56,7
0,14,Category:Psychological theories,2871214,104,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Psychological</span> <span class=""searchmatch"">theories</span>.",2014-03-08T13:16:48Z,psychological theories,Psychological theories,0.09523809523809523,1
9,14,Category:Psychotherapeutical theories,69384148,71,0,NA,2021-11-28T14:43:18Z,psychological theories,Psychotherapeutical theories,0.5483870967741935,10
0,14,Category:Sociological theories,6220146,524,62,"category contains various <span class=""searchmatch"">sociological</span> and sometimes interdisciplinary <span class=""searchmatch"">theories</span> and paradigms. For the different variants of <span class=""searchmatch"">theories</span> or paradigms, please",2021-10-01T00:23:28Z,sociological theory,Sociological theories,0.2857142857142857,4
0,14,Category:Theories,1963117,368,36,"A <span class=""searchmatch"">theory</span> provides an explanatory framework for some observation, and from the assumptions of the explanation follows a number of possible hypotheses that",2020-07-26T11:44:39Z,Theories,Theories,0,0
0,14,Category:Architectural theory,4277326,186,8,"Theoretical studies, <span class=""searchmatch"">theories</span> and concepts related to <span class=""searchmatch"">architecture</span>.",2013-04-12T01:02:46Z,architectural theories,Architectural theory,0.2727272727272727,4
1,14,Category:Architectural theoreticians,8544252,344,35,"Category for writers of <span class=""searchmatch"">Architectural</span> <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2021-05-22T14:15:11Z,architectural theories,Architectural theoreticians,0.4482758620689655,7
0,14,Category:Architectural theory,4277326,186,8,"Theoretical studies, <span class=""searchmatch"">theories</span> and concepts related to <span class=""searchmatch"">architecture</span>.",2013-04-12T01:02:46Z,architectural theory,Architectural theory,0.10526315789473684,1
1,14,Category:Architectural theoreticians,8544252,344,35,"Category for writers of <span class=""searchmatch"">Architectural</span> <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2021-05-22T14:15:11Z,architectural theory,Architectural theoreticians,0.40740740740740744,9
0,14,Category:Automata theory,3596860,44,0,"This category is located at Category:<span class=""searchmatch"">Automata</span> (computation). Note: This category should be empty. See the instructions for more information. Administrators:",2015-11-19T03:32:58Z,automata theory,Automata theory,0.1428571428571429,1
6,14,Category:Proximate theories of biological ageing,39293539,42,0,NA,2020-05-13T05:50:43Z,biological theories,Proximate theories of biological ageing,0.5789473684210527,28
7,14,Category:Theories of biological ageing,37469234,83,0,NA,2021-04-18T05:28:31Z,biological theories,Theories of biological ageing,0.5333333333333333,18
0,14,Category:Combinatorial group theory,2109224,113,5,"See also Category:Geometric group <span class=""searchmatch"">theory</span>.",2013-03-28T04:05:03Z,combinatorial theory,Combinatorial group theory,0.3846153846153846,7
3,14,Category:Combinatorial game theory,979392,90,0,NA,2019-12-10T00:53:56Z,combinatorial theory,Combinatorial game theory,0.36,6
6,14,Category:Combinatorial game theorists,20746722,97,0,NA,2015-12-09T04:03:55Z,combinatorial theory,Combinatorial game theorists,0.4642857142857143,10
0,14,Category:Communist theory,6244306,61,0,NA,2018-03-06T21:31:58Z,Communist Theory,Communist theory,0.3529411764705882,1
3,14,Category:Complex systems theory,10955733,250,3,"<span class=""searchmatch"">Systems</span> science portal",2019-06-02T22:36:01Z,complex-system theory,Complex systems theory,0.5,3
2,14,Category:Atonal compositions,37784434,95,0,NA,2013-11-05T11:56:51Z,compositional theories,Atonal compositions,0.52,17
2,14,Category:Educational theory,50340433,38,0,"This category is located at Category:Education <span class=""searchmatch"">theory</span>. Note: This category should be empty. See the instructions for more information. Administrators:",2020-09-01T20:51:28Z,educational theories,Educational theory,0.30000000000000004,4
0,14,Category:Ergodic theory,974653,227,9,"This category roughly corresponds to MSC 37A <span class=""searchmatch"">Ergodic</span> <span class=""searchmatch"">theory</span>.",2016-12-06T22:08:53Z,ergodic theory,Ergodic theory,0.15384615384615385,1
1,14,Category:Ethical theories,22281921,194,0,"<span class=""searchmatch"">Theories</span> of aesthetics Epistemological <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Ethical</span> <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> of deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2019-08-03T18:29:46Z,ethical theory,Ethical theories,0.375,4
0,14,Category:Set theory,693646,1016,161,"Mathematics portal <span class=""searchmatch"">Set</span> <span class=""searchmatch"">theory</span> is any of a number of subtly different things in mathematics: Naive <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span> is the original <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,fuzzy-set theory,Set theory,0.5333333333333333,7
4,14,Category:German music theorists,5878963,457,48,"Music theorists are those who study music <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient Greece which was a particularly",2021-03-27T16:12:45Z,German theory,German music theorists,0.5909090909090908,10
0,14,Category:Hermeneutical theory,60807853,25,0,NA,2019-05-19T20:21:12Z,hermeneutic theory,Hermeneutical theory,0.38095238095238093,3
1,14,Category:Obsolete medical theories,6963500,135,5,"See also Category:Obsolete <span class=""searchmatch"">medical</span> terms",2020-12-17T19:46:27Z,medical theories,Obsolete medical theories,0.3913043478260869,9
0,14,Category:Medieval music theory,65228480,27,0,NA,2020-09-05T01:49:37Z,medieval theories,Medieval music theory,0.5833333333333333,10
1,14,Category:Medieval music theorists,65228417,110,0,NA,2021-04-25T07:06:25Z,medieval theories,Medieval music theorists,0.5769230769230769,9
0,14,Category:Neutral theory,68646467,149,0,NA,2021-09-04T22:49:56Z,neutral theory,Neutral theory,0.15384615384615385,1
0,14,Category:Set theory,693646,1016,161,"collections of things serves <span class=""searchmatch"">only</span> as motivation for the axioms. Internal set <span class=""searchmatch"">theory</span> is an axiomatic extension of set <span class=""searchmatch"">theory</span> that supports a logically consistent",2020-04-22T19:22:50Z,only theory,Set theory,0.5833333333333333,4
0,14,Category:Organizational theory,1030978,553,50,"Articles relating to <span class=""searchmatch"">organizational</span> <span class=""searchmatch"">theory</span>, which consists of many approaches to <span class=""searchmatch"">organizational</span> analysis. &quot;<span class=""searchmatch"">Organizations</span>&quot; are defined as social units",2020-12-31T18:12:12Z,organizational theory,Organizational theory,0.09999999999999998,1
1,14,Category:American organizational theorists,46705097,171,10,"Lists of researchers studying <span class=""searchmatch"">organizational</span> <span class=""searchmatch"">theory</span> in the United States.",2018-06-27T22:10:53Z,organizational theory,American organizational theorists,0.4375,13
0,14,Category:Political theories,724233,386,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Political</span> <span class=""searchmatch"">theories</span>.",2020-10-08T18:07:27Z,political theories,Political theories,0.11764705882352944,1
1,14,Category:Political science theories,6501353,209,7,"Articles relating to <span class=""searchmatch"">theories</span> in <span class=""searchmatch"">political</span> science.",2018-04-02T20:46:14Z,political theories,Political science theories,0.46153846153846156,9
0,14,Category:Postmodern theory,704758,972,82,"Postmodernism is a term which describes the <span class=""searchmatch"">postmodernist</span> movement in the arts, its set of cultural tendencies and associated cultural movements. It is",2021-01-08T11:16:04Z,postmodernist theories,Postmodern theory,0.5416666666666667,7
0,14,Category:Proof theory,693693,312,14,"Mathematics portal Philosophy portal In mathematics, <span class=""searchmatch"">Proof</span> <span class=""searchmatch"">theory</span> is the study of formalized arguments.",2020-04-25T19:13:27Z,proof theory,Proof theory,0.18181818181818177,1
6,14,Category:Proof theorists,35016979,98,0,NA,2013-06-13T10:46:23Z,proof theory,Proof theorists,0.4666666666666667,5
0,14,Category:Queer theory,696637,279,2,LGBT portal,2020-06-12T18:50:57Z,queer theories,Queer theory,0.4285714285714286,4
1,14,Category:Queer theorists,2033532,77,2,LGBT portal,2018-12-04T13:59:18Z,queer theories,Queer theorists,0.4375,3
0,14,Category:Set theory,693646,1016,161,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any of a number of subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,real theory,Set theory,0.5833333333333333,3
0,14,Category:Sociocultural evolution theory,50629666,149,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Sociocultural</span> evolution.",2018-12-31T22:33:52Z,sociocultural theory,Sociocultural evolution theory,0.4666666666666667,11
0,14,Category:Sociological theories,6220146,524,62,"category contains various <span class=""searchmatch"">sociological</span> and sometimes interdisciplinary <span class=""searchmatch"">theories</span> and paradigms. For the different variants of <span class=""searchmatch"">theories</span> or paradigms, please",2021-10-01T00:23:28Z,sociological theories,Sociological theories,0.09999999999999998,1
0,14,Category:Spectral theory,1213177,499,45,"In mathematics, <span class=""searchmatch"">spectral</span> <span class=""searchmatch"">theory</span> deals with attempts to understand operators, graphs and dynamical systems by means of the spectrum of eigenvalues associated",2020-12-21T22:08:20Z,spectral theory,Spectral theory,0.1428571428571429,1
0,14,Category:String theory,962873,563,81,"<span class=""searchmatch"">String</span> <span class=""searchmatch"">theory</span> is a branch of theoretical physics that attempts to build a <span class=""searchmatch"">theory</span> of quantum gravity using one-dimensional strings rather than zero-dimensional",2021-01-10T19:39:14Z,String Theory,String theory,0.4285714285714286,1
0,14,Category:Structural complexity theory,20188602,87,0,NA,2020-10-31T23:42:49Z,structural theory,Structural complexity theory,0.5357142857142857,12
0,14,Category:Topological graph theory,1575639,321,29,"<span class=""searchmatch"">Topological</span> graph <span class=""searchmatch"">theory</span> is a branch of graph <span class=""searchmatch"">theory</span>. Its main topic is the study of embeddings of graphs in surfaces. See also Category:Geometric graph",2013-08-04T19:42:39Z,topological theories,Topological graph theory,0.5185185185185186,10
6,14,Category:Program transformation,30677368,83,0,NA,2014-05-08T09:46:49Z,transformational theory,Program transformation,0.5862068965517242,17
0,14,Category:Utopian theory,67993520,36,2,"<span class=""searchmatch"">Utopian</span> <span class=""searchmatch"">theory</span>",2021-06-19T16:43:06Z,utopian theories,Utopian theory,0.375,4
0,14,Category:World systems theory,45342550,130,0,NA,2021-08-13T04:37:44Z,world-systems theory,World systems theory,0.36363636363636365,2
0,14,Category:Information theory,694025,597,43,"Articles relating to <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication of <span class=""searchmatch"">information</span>. Top 0–9 A B C D E F G H I J K L",2020-12-13T00:23:18Z,information theory,Information theory,0.11764705882352944,1
1,14,Category:Quantum information theory,1159516,424,29,"Quantum <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> is a generalization of classical <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> to use quantum-mechanical particles and interference. It is used in the",2013-03-29T05:31:28Z,information theory,Quantum information theory,0.33333333333333337,8
4,14,Category:Detection theory,1764882,211,19,"Detection <span class=""searchmatch"">theory</span>, or signal detection <span class=""searchmatch"">theory</span>, is a means to quantify the ability to discern between signal and noise.",2013-03-28T02:38:56Z,information theory,Detection theory,0.5714285714285714,7
0,14,Category:Music theory,736492,633,66,"<span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is a set of systems for analyzing, classifying, and composing <span class=""searchmatch"">music</span> and the elements of <span class=""searchmatch"">music</span>. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,Music Theory,Music theory,0.46153846153846156,1
0,14,Category:Graph theory,691898,1075,146,"Mathematics portal <span class=""searchmatch"">Graph</span> <span class=""searchmatch"">theory</span> is the branch of mathematics that examines the properties of mathematical <span class=""searchmatch"">graphs</span>. See glossary of <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,graph theory,Graph theory,0.18181818181818177,1
1,14,Category:Geometric graph theory,7129004,478,55,"Geometric <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> is a branch of <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>. It concerns straight-line embeddings of <span class=""searchmatch"">graphs</span> in geometric spaces and <span class=""searchmatch"">graphs</span> defined from configurations",2020-11-02T22:09:56Z,graph theory,Geometric graph theory,0.5,10
2,14,Category:Algebraic graph theory,1575567,137,9,"Algebraic <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> is a branch of <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>.",2020-08-29T18:49:41Z,graph theory,Algebraic graph theory,0.5,10
3,14,Category:Topological graph theory,1575639,321,29,"<span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> is a branch of <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>. Its main topic is the study of embeddings of <span class=""searchmatch"">graphs</span> in surfaces. See also Category:Geometric <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> and",2013-08-04T19:42:39Z,graph theory,Topological graph theory,0.5454545454545454,12
0,14,Category:Network theory,18839833,140,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Network</span> <span class=""searchmatch"">theory</span>.",2013-03-19T09:24:21Z,network theory,Network theory,0.15384615384615385,1
3,14,Category:Actor-network theory,19639780,115,0,NA,2020-03-25T06:45:42Z,network theory,Actor-network theory,0.33333333333333337,6
0,14,Category:Systems theory,717695,364,62,"<span class=""searchmatch"">Systems</span> science portal Engineering portal <span class=""searchmatch"">Systems</span> <span class=""searchmatch"">theory</span> is the interdisciplinary study of <span class=""searchmatch"">systems</span> in science and society. It offers frameworks to describe",2020-08-29T17:44:54Z,systems theory,Systems theory,0.15384615384615385,1
3,14,Category:Complex systems theory,10955733,250,3,"<span class=""searchmatch"">Systems</span> science portal",2019-06-02T22:36:01Z,systems theory,Complex systems theory,0.4,8
4,14,Category:Systems of set theory,7405444,385,44,"In set <span class=""searchmatch"">theory</span>, there are several different <span class=""searchmatch"">Systems</span> of set <span class=""searchmatch"">theory</span> — lists of axioms organized around a concept of what set <span class=""searchmatch"">theory</span> should be. This category",2013-03-30T10:31:36Z,systems theory,Systems of set theory,0.5238095238095238,8
5,14,Category:Systems theory books,1228494,195,13,"This category gives an overview of organisations in the field of <span class=""searchmatch"">systems</span> science:",2013-01-18T23:29:25Z,systems theory,Systems theory books,0.42105263157894735,7
9,14,Category:Systems articles in systems theory,39946937,407,0,"This category contains <span class=""searchmatch"">System</span> and <span class=""searchmatch"">systems</span> science related articles within the scope of the WikiProject <span class=""searchmatch"">Systems</span>. Articles are automatically added to this",2013-07-12T18:10:20Z,systems theory,Systems articles in systems theory,0.5555555555555556,20
0,14,Category:Game theory,774008,644,66,"<span class=""searchmatch"">Game</span> <span class=""searchmatch"">theory</span> is a branch of mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,game theory,Game theory,0.19999999999999996,1
0,14,Category:Set theory,693646,1016,161,"Mathematics portal <span class=""searchmatch"">Set</span> <span class=""searchmatch"">theory</span> is any of a number of subtly different things in mathematics: Naive <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span> is the original <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,set theory,Set theory,0.2222222222222222,1
1,14,Category:Systems of set theory,7405444,385,44,"In <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span>, there are several different Systems of <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span> — lists of axioms organized around a concept of what <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span> should be. This category",2013-03-30T10:31:36Z,set theory,Systems of set theory,0.5789473684210527,11
4,14,Category:Axioms of set theory,3439807,371,50,"This category is for axioms in the language of <span class=""searchmatch"">set</span> <span class=""searchmatch"">theory</span>; roughly speaking, ones that &quot;talk about <span class=""searchmatch"">sets</span>&quot;. Inclusion in this category does not necessarily",2013-03-28T06:50:55Z,set theory,Axioms of set theory,0.5555555555555556,10
8,14,Category:Set theory stubs,27116139,148,0,"This category is for stub articles relating to <span class=""searchmatch"">Set</span> <span class=""searchmatch"">theory</span>. You can help by expanding them. To add an article to this category, use {{Settheory-stub}} instead",2013-03-30T00:42:41Z,set theory,Set theory stubs,0.5333333333333333,7
5,14,Category:Programming language theory stubs,33404794,352,0,"This category is for stub articles relating to programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span> or type <span class=""searchmatch"">theory</span>. You can help by expanding them. To add an article to this category",2020-07-30T18:39:50Z,language theory,Programming language theory stubs,0.5806451612903225,18
6,14,Category:Programming language theory,24085628,144,0,"Wikimedia Commons has media related to Programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>.",2020-01-28T20:25:49Z,language theory,Programming language theory,0.48,12
0,14,Category:Literary theory,3101549,192,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,Literary Theory,Literary theory,0.375,1
9,14,Category:Literary theorists,11073113,245,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> theorists.",2020-11-18T15:16:25Z,Literary Theory,Literary theorists,0.55,5
0,14,Category:Communication theory,1527661,260,29,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,2020-04-25T16:42:54Z,communication theory,Communication theory,0.10526315789473684,1
1,14,Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,communication theory,Communication theorists,0.30434782608695654,5
3,14,Category:Information theory,694025,597,43,"Articles relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and <span class=""searchmatch"">communication</span> of information. Top 0–9 A B C D E F G H I J K L M",2020-12-13T00:23:18Z,communication theory,Information theory,0.5833333333333333,8
0,14,Category:Probability theory,693985,127,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Probability</span> <span class=""searchmatch"">theory</span>.",2016-12-15T07:10:08Z,probability theory,Probability theory,0.11764705882352944,1
2,14,Category:Probability theory paradoxes,4235752,105,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Probability</span> paradoxes.",2020-04-23T22:18:45Z,probability theory,Probability theory paradoxes,0.4444444444444444,11
3,14,Category:Experiment (probability theory),52531754,57,0,"Wikimedia Commons has media related to Experiment (<span class=""searchmatch"">probability</span> <span class=""searchmatch"">theory</span>).",2021-04-21T18:36:14Z,probability theory,Experiment (probability theory),0.4482758620689655,13
5,14,Category:Independence (probability theory),17652827,94,0,NA,2018-12-31T21:31:17Z,probability theory,Independence (probability theory),0.4666666666666667,15
7,14,Category:Free probability theory,25130951,33,0,NA,2010-09-30T14:59:17Z,probability theory,Free probability theory,0.23809523809523814,5
0,14,Category:Representation theory,888073,136,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Representation</span> <span class=""searchmatch"">theory</span>.",2021-02-08T12:17:34Z,Representation Theory,Representation theory,0.2727272727272727,1
2,14,Category:Unitary representation theory,19348955,44,0,NA,2015-03-04T13:01:16Z,Representation Theory,Unitary representation theory,0.5161290322580645,10
3,14,Category:Representation theory of groups,999912,91,0,NA,2013-03-30T14:38:57Z,Representation Theory,Representation theory of groups,0.5,11
4,14,Category:Theorems in representation theory,34602685,163,0,NA,2013-02-03T21:21:39Z,Representation Theory,Theorems in representation theory,0.5,14
5,14,Category:Representation theory of Lie algebras,7377879,109,0,NA,2013-03-31T02:09:50Z,Representation Theory,Representation theory of Lie algebras,0.5789473684210527,17
7,14,Category:Representation theory of Lie groups,7377748,112,0,NA,2019-09-14T04:10:09Z,Representation Theory,Representation theory of Lie groups,0.5555555555555556,15
9,14,Category:Representation theory of finite groups,7378593,131,0,NA,2019-09-14T04:09:13Z,Representation Theory,Representation theory of finite groups,0.5897435897435898,18
0,14,Category:Coding theory,1244088,189,31,"Wikimedia Commons has media related to <span class=""searchmatch"">Coding</span> <span class=""searchmatch"">theory</span>.",2020-04-23T15:56:45Z,Coding Theory,Coding theory,0.4285714285714286,1
1,14,Category:Critical race theory,32457412,123,0,NA,2021-04-29T19:01:12Z,race theory,Critical race theory,0.5,9
0,14,Category:Film theory,1519596,256,22,"Philosophy portal <span class=""searchmatch"">Film</span> portal <span class=""searchmatch"">Film</span> <span class=""searchmatch"">theory</span> seeks to develop concise, systematic concepts that apply to the study of <span class=""searchmatch"">film</span>/cinema as art.",2021-01-07T09:12:44Z,film theory,Film theory,0.19999999999999996,1
1,14,Category:Film theorists,5633679,446,69,"<span class=""searchmatch"">Film</span> <span class=""searchmatch"">theory</span> seeks to systematize <span class=""searchmatch"">film</span> as a medium. It may use Critical <span class=""searchmatch"">theory</span>, Formalism, Marxism, philosophy of language, or Lacanian psychoanalysis",2020-08-02T00:07:44Z,film theory,Film theorists,0.5,5
5,14,Category:Concepts in film theory,37708542,135,0,NA,2018-07-14T21:31:08Z,film theory,Concepts in film theory,0.5714285714285714,12
6,14,Category:Books of film theory,37708690,118,0,NA,2018-07-09T08:12:10Z,film theory,Books of film theory,0.5,9
0,14,Category:Chaos theory,976386,207,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Chaos</span> <span class=""searchmatch"">theory</span>.",2020-12-14T07:56:46Z,chaos theory,Chaos theory,0.18181818181818177,1
1,14,Category:Quantum chaos theory,60324361,214,19,"This category is about quantum <span class=""searchmatch"">chaos</span> <span class=""searchmatch"">theory</span>, a sub-branch of <span class=""searchmatch"">Chaos</span> <span class=""searchmatch"">theory</span> invoking quantum physics in its formulation.",2019-03-25T07:30:28Z,chaos theory,Quantum chaos theory,0.4444444444444444,8
2,14,Category:Chaos theorists,12068225,251,16,"<span class=""searchmatch"">Chaos</span> theorists are scientists, who set the discipline of <span class=""searchmatch"">chaos</span> <span class=""searchmatch"">theory</span> in motion, shared certain sensibilities.",2013-03-29T10:57:32Z,chaos theory,Chaos theorists,0.4666666666666667,5
0,14,Category:Meaning–text theory,34757602,189,24,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,text theory,Meaning–text theory,0.47058823529411764,8
0,14,Category:Critical theory,692017,382,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Critical</span> <span class=""searchmatch"">theory</span>.",2021-01-07T09:11:54Z,Critical Theory,Critical theory,0.375,1
3,14,Category:Critical theory stubs,67762219,217,0,"articles relating to <span class=""searchmatch"">critical</span> <span class=""searchmatch"">theory</span>. You can help by expanding them. To add an article to this category, use {{<span class=""searchmatch"">critical</span>-<span class=""searchmatch"">theory</span>-stub}} instead of {{stub}}",2021-05-25T18:41:22Z,Critical Theory,Critical theory stubs,0.5454545454545454,7
5,14,Category:Critical race theory,32457412,123,0,NA,2021-04-29T19:01:12Z,Critical Theory,Critical race theory,0.5238095238095238,6
9,14,Category:Critical theorists,4885686,248,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Critical</span> theorists.",2021-05-22T21:47:43Z,Critical Theory,Critical theorists,0.55,5
0,14,Category:Dependency theorists,14674008,163,6,"See also the article <span class=""searchmatch"">Dependency</span> <span class=""searchmatch"">theory</span>.",2021-08-13T05:52:29Z,dependency theory,Dependency theorists,0.35,5
0,14,Category:Model theory,693979,550,71,"mathematics, <span class=""searchmatch"">model</span> <span class=""searchmatch"">theory</span> is the study of (classes of) mathematical structures such as groups, fields, graphs or even <span class=""searchmatch"">models</span> of set <span class=""searchmatch"">theory</span> using tools",2020-04-22T19:22:34Z,model theory,Model theory,0.18181818181818177,1
1,14,Category:Inner model theory,3796482,597,72,"Inner <span class=""searchmatch"">model</span> <span class=""searchmatch"">theory</span> is the study of certain <span class=""searchmatch"">models</span> of ZFC or some fragment or strengthening thereof. Ordinarily these <span class=""searchmatch"">models</span> are transitive subsets or",2011-04-08T08:02:35Z,model theory,Inner model theory,0.375,6
0,14,Category:Control theory,1028771,259,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Control</span> <span class=""searchmatch"">theory</span>.",2021-10-18T02:57:35Z,Control Theory,Control theory,0.4,1
1,14,Category:Control theorists,17063851,192,34,"Researchers who study <span class=""searchmatch"">control</span> <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-04-23T15:53:00Z,Control Theory,Control theorists,0.5789473684210527,5
0,14,Category:Database theory,10221974,134,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Database</span> <span class=""searchmatch"">theory</span>.",2020-01-28T20:25:39Z,database theory,Database theory,0.1428571428571429,1
0,14,Category:Actor-network theory,19639780,115,0,NA,2020-03-25T06:45:42Z,Actor-Network Theory,Actor-network theory,0.5,2
1,14,Category:Network theory,18839833,140,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Network</span> <span class=""searchmatch"">theory</span>.",2013-03-19T09:24:21Z,network theories,Network theory,0.375,4
6,14,Category:Actor-network theory,19639780,115,0,NA,2020-03-25T06:45:42Z,network theories,Actor-network theory,0.47619047619047616,9
0,14,Category:Number theory,693745,682,125,"Traditionally, <span class=""searchmatch"">number</span> <span class=""searchmatch"">theory</span> is the branch of mathematics concerned with the properties of integers and many of its open problems are easily understood",2020-04-25T19:13:57Z,number theory,Number theory,0.16666666666666663,1
