,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
4,14.0,Category:Systems science,12322905.0,486.0,39.0,"<span class=""searchmatch"">Systems</span> science portal <span class=""searchmatch"">Systems</span> science is the field of science surrounding <span class=""searchmatch"">systems</span> <span class=""searchmatch"">theory</span>, cybernetics, the science of complex <span class=""searchmatch"">systems</span>. As an interdisciplinary",2020-09-13T12:31:16Z,system theory
5,14.0,Category:Organizational theory,1030978.0,553.0,50.0,"pursue collective goals. <span class=""searchmatch"">Theories</span> of organizations include rational <span class=""searchmatch"">system</span> perspective, division of labor, bureaucratic <span class=""searchmatch"">theory</span>, and contingency <span class=""searchmatch"">theory</span>.",2020-12-31T18:12:12Z,system theory
6,14.0,Category:World system scholars,21757361.0,261.0,13.0,"This category includes articles on scholars engaged in world-<span class=""searchmatch"">systems</span> <span class=""searchmatch"">theory</span> related studies.",2021-08-24T06:04:27Z,system theory
7,14.0,Category:Graph theory,691898.0,1075.0,146.0,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch of mathematics that examines the properties of mathematical graphs. See glossary of graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,system theory
8,14.0,Category:Music theory,736492.0,633.0,66.0,"Music <span class=""searchmatch"">theory</span> is a set of <span class=""searchmatch"">systems</span> for analyzing, classifying, and composing music and the elements of music. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,system theory
9,14.0,Category:Spectral theory,1213177.0,499.0,45.0,"<span class=""searchmatch"">theory</span> deals with attempts to understand operators, graphs and dynamical <span class=""searchmatch"">systems</span> by means of the spectrum of eigenvalues associated with the <span class=""searchmatch"">system</span>.",2020-12-21T22:08:20Z,system theory
0,14.0,Category:Pre-Columbian studies,16759916.0,610.0,61.0,"(inter-)disciplinary study (e.g. institutions, museums, researchers, <span class=""searchmatch"">publications</span>, <span class=""searchmatch"">theory</span> and practice) of the cultures and history of the Americas belonging",2014-04-15T19:20:32Z,Publications theory
1,14.0,Category:American Research Publications academic journals,58737122.0,1022.0,143.0,"is a category which contains journals published by American Research <span class=""searchmatch"">Publications</span> (ARP). ARP was listed on Beall's list before the list was taken down",2020-10-04T23:57:19Z,Publications theory
2,14.0,Category:Articles with missing ISO 4 abbreviation redirects,55066573.0,4259.0,439.0,"have different ISO abbreviations (e.g. Theoretical → Theor. but <span class=""searchmatch"">Theory</span> remains <span class=""searchmatch"">Theory</span>.) The abbreviation for single word titles (barring preposition/articles)",2018-05-16T13:50:34Z,Publications theory
3,14.0,Category:Canadian Research Publication academic journals,58659464.0,1015.0,142.0,"is a category which contains journals published by Canadian Research <span class=""searchmatch"">Publication</span> (CRP). CRP was listed on Beall's list before it was taken down in 2017",2020-10-04T23:57:50Z,Publications theory
4,14.0,Category:Research and Knowledge Publication academic journals,58737189.0,1026.0,144.0,"category which contains journals published by Research and Knowledge <span class=""searchmatch"">Publication</span> (RKP). RKP was listed on Beall's list before the list was taken down",2020-10-05T00:00:20Z,Publications theory
5,14.0,Category:Control theory publications,18301121.0,27.0,0.0,,2008-07-05T14:34:15Z,Publications theory
6,14.0,Category:Public policy in Azerbaijan,65910180.0,680.0,51.0,"(2018). &quot;Chapter 2: The Policy Process and Policy <span class=""searchmatch"">Theories</span>&quot;. Public Policy: A Concise Introduction. SAGE <span class=""searchmatch"">Publications</span>. pp. 19–44. ISBN 9781506329710.",2020-11-22T13:56:56Z,Publications theory
7,14.0,Category:MMR vaccine and autism,61409152.0,2761.0,262.0,"historical and ongoing controversy and conspiracy <span class=""searchmatch"">theories</span> generated around the claim, and <span class=""searchmatch"">publications</span> investigating and debunking it. The link was first",2021-05-06T03:24:23Z,Publications theory
8,14.0,Category:Books by John Maynard Keynes,36573166.0,300.0,0.0,,2020-10-01T21:04:45Z,Publications theory
0,14.0,Category:Pakistan Movement activists,29065705.0,221.0,3.0,"League Punjab Branch Bengal Branch Unionist Student Federations Khaksars <span class=""searchmatch"">Renaissance</span> Society Philosophical Congress Dawn Daily War Leaders Sir Syed Ahmad",2017-02-02T12:52:03Z,Renaissance theories
1,14.0,Category:Early modern Netherlandish cartography,64095581.0,817.0,16.0,"telescope) Modern use of the term 'landscape/landschap' (etymology) <span class=""searchmatch"">Renaissance</span> cartography Baroque cartography Related Search for the Northeast Passage",2021-10-05T00:41:18Z,Renaissance theories
2,14.0,Category:Copernican Revolution,40849330.0,330.0,0.0,,2020-12-24T00:40:57Z,Renaissance theories
0,14.0,Category:Design,999651.0,209.0,29.0,"startup New product development OODA loop Philosophy of design Process <span class=""searchmatch"">simulation</span> Slow design STEAM fields Unintelligent design Visualization Wicked problem",2020-04-16T23:08:00Z,Simulation Theory
0,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Relevance <span class=""searchmatch"">theory</span> <span class=""searchmatch"">Semantic</span> externalism <span class=""searchmatch"">Semantic</span> holism Situation semantics Structuralism Supposition <span class=""searchmatch"">theory</span> Symbiosism Theological noncognitivism <span class=""searchmatch"">Theory</span> of descriptions",2017-11-16T16:13:15Z,Semantic Theories
1,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Reductionism / Determinism Rationalism / Empiricism Received view / <span class=""searchmatch"">Semantic</span> view of <span class=""searchmatch"">theories</span> Scientific realism / Anti-realism Scientific essentialism Scientific",2014-10-19T17:09:05Z,Semantic Theories
2,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Relevance <span class=""searchmatch"">theory</span> <span class=""searchmatch"">Semantic</span> externalism <span class=""searchmatch"">Semantic</span> holism Situation semantics Structuralism Supposition <span class=""searchmatch"">theory</span> Symbiosism Theological noncognitivism <span class=""searchmatch"">Theory</span> of descriptions",2020-04-25T17:59:38Z,Semantic Theories
3,14.0,Category:Similarity measures,53388271.0,156.0,0.0,,2021-08-09T08:06:15Z,Semantic Theories
0,14.0,Category:Set theory,693646.0,1016.0,161.0,"the axioms. Internal set <span class=""searchmatch"">theory</span> is an axiomatic extension of set <span class=""searchmatch"">theory</span> that supports a logically consistent <span class=""searchmatch"">identification</span> of illimited (enormously large)",2020-04-22T19:22:50Z,identification theory
1,14.0,Category:Statistics educators,27363556.0,858.0,54.0,"education, i.e. the teaching and learning of statistics (including both <span class=""searchmatch"">theory</span> and practice). Statisticians involved in producing educational statistics",2019-09-17T11:11:47Z,identification theory
2,14.0,Category:Fellows of the Institute of Mathematical Statistics,27365594.0,269.0,29.0,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",2020-04-22T19:56:21Z,identification theory
3,14.0,Category:Elected Members of the International Statistical Institute,27365533.0,214.0,29.0,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",2020-04-22T19:56:13Z,identification theory
4,14.0,Category:Presidents of the International Statistical Institute,27365669.0,255.0,0.0,"Statistical <span class=""searchmatch"">theory</span> Population Statistic Probability distribution Sampling distribution Order statistic Empirical distribution Density estimation Statistical",2010-10-07T04:55:00Z,identification theory
0,14.0,Category:Holonomic brain theory,8848620.0,246.0,29.0,"brain <span class=""searchmatch"">theory</span> is the employ of <span class=""searchmatch"">theories</span>/concepts utilizing holographic structures with the vision that such may lead to a unified <span class=""searchmatch"">understanding</span> of consciousness",2015-05-09T08:20:10Z,understanding theory
1,14.0,Category:Ethics,691802.0,1198.0,132.0,"to <span class=""searchmatch"">understanding</span> ethics as applied in various religions, some movements derived from religions, and religions discussed as if they were a <span class=""searchmatch"">theory</span> of ethics",2021-04-22T16:20:44Z,understanding theory
2,14.0,Category:Social constructionism,4228486.0,836.0,54.0,"constructionism, a <span class=""searchmatch"">theory</span> of knowledge in sociology and communication <span class=""searchmatch"">theory</span> that examines the development of jointly-constructed <span class=""searchmatch"">understandings</span> of the world",2021-09-27T08:07:59Z,understanding theory
3,14.0,Category:Social philosophy,771308.0,749.0,100.0,"than empirical relations. Social philosophers place new emphasis on <span class=""searchmatch"">understanding</span> the social contexts for political, legal, moral, and cultural questions",2021-09-11T21:52:22Z,understanding theory
4,14.0,Category:Philosophy of language,744038.0,730.0,73.0," reference, language use, language learning and creation, language <span class=""searchmatch"">understanding</span>, truth, thought and experience (to the extent that both are linguistic)",2020-04-25T17:59:38Z,understanding theory
5,14.0,Category:Hereditarianism,3663651.0,580.0,67.0,"political problems. Hereditarians adopt the view that a Darwinian <span class=""searchmatch"">understanding</span> of human origins can extend the <span class=""searchmatch"">understanding</span> of human nature as it is now.",2020-08-29T20:10:57Z,understanding theory
6,14.0,Category:Philosophy of mind,772259.0,248.0,29.0,"Occasionalism Parallelism Phenomenalism Phenomenology Physicalism identity <span class=""searchmatch"">theory</span> Property dualism Representational Solipsism Substance dualism Concepts Abstract",2021-04-05T10:58:40Z,understanding theory
0,14.0,Category:Logic stubs,12198154.0,490.0,214.0,"P Q R <span class=""searchmatch"">S</span> T U V W X Y Z edit  Shortcuts WP:LOGIC WP:LGC Philosophy Discussion Mathematics Discussion Assessment Philosophy Assessment Logic <span class=""searchmatch"">Index</span> Logic",2021-01-01T11:04:00Z,Indexing TheoriesS
