category,item.x,itemLabel,item.y,q_id,date of birth,description,sex_gender,country_citizenship
Category:Marxist theorists,http://www.wikidata.org/entity/Q66217,August Thalheimer,http://www.wikidata.org/entity/Q66217,Q66217,1884-03-18T00:00:00Z,German politician (1884-1948),male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q73200,Elmar Altvater,http://www.wikidata.org/entity/Q73200,Q73200,1938-08-24T00:00:00Z,German Marxist academic,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q75786,Eduard Bernstein,http://www.wikidata.org/entity/Q75786,Q75786,1850-01-06T00:00:00Z,German politician (1850–1932),male,German Empire|Weimar Republic
Category:Marxist theorists,http://www.wikidata.org/entity/Q75823,Clara Zetkin,http://www.wikidata.org/entity/Q75823,Q75823,1857-07-05T00:00:00Z,"German politician, editor (1857-1933)",female,Germany|German Empire|Weimar Republic
Category:Marxist theorists,http://www.wikidata.org/entity/Q75886,Karl Liebknecht,http://www.wikidata.org/entity/Q75886,Q75886,1871-08-13T00:00:00Z,"German socialist, editor, and co-founder of the Spartacist League and the Communist Party of Germany (1871-1919)",male,German Empire|Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q76520,August Bebel,http://www.wikidata.org/entity/Q76520,Q76520,1840-02-22T00:00:00Z,German social democrat politician (1840-1913),male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q76586,Karl Kautsky,http://www.wikidata.org/entity/Q76586,Q76586,1854-10-16T00:00:00Z,"Czech-Austrian philosopher, journalist, and Marxist theoretician (1854-1938)",male,Austria-Hungary|German Reich
Category:Marxist theorists,http://www.wikidata.org/entity/Q77175,Friedrich Pollock,http://www.wikidata.org/entity/Q77175,Q77175,1894-05-22T00:00:00Z,German social scientist,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q78135,Hans Heinz Holz,http://www.wikidata.org/entity/Q78135,Q78135,1927-02-26T00:00:00Z,German philosopher,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q78570,Otto Neurath,http://www.wikidata.org/entity/Q78570,Q78570,1882-12-10T00:00:00Z,"Austrian economist, philosopher and sociologist",male,Austria
Category:Marxist theorists,http://www.wikidata.org/entity/Q83003,Antonio Gramsci,http://www.wikidata.org/entity/Q83003,Q83003,1891-01-22T00:00:00Z,"Italian writer, politician, theorist, sociologist and linguist (1891-1937)",male,Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q84412,Wilhelm Reich,http://www.wikidata.org/entity/Q84412,Q84412,1897-03-24T00:00:00Z,Austro-Hungarian-born Austrian-American psychoanalyst,male,Austria-Hungary|Austria|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q87209,Heinrich Cunow,http://www.wikidata.org/entity/Q87209,Q87209,1862-04-11T00:00:00Z,German politician (1862-1936),male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q88483,Fritz Sternberg,http://www.wikidata.org/entity/Q88483,Q88483,1895-06-11T00:00:00Z,German politician (1895-1963),male,Germany|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q101988,Helmut Reichelt,http://www.wikidata.org/entity/Q101988,Q101988,1939-01-01T00:00:00Z,German economist and sociologist,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q104715,Johannes Agnoli,http://www.wikidata.org/entity/Q104715,Q104715,1925-02-22T00:00:00Z,political scientist,male,Germany|Italy|Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q108889,Reinhard Opitz,http://www.wikidata.org/entity/Q108889,Q108889,1934-07-02T00:00:00Z,German political scientist,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q109230,Luise Kähler,http://www.wikidata.org/entity/Q109230,Q109230,1869-01-12T00:00:00Z,German politician and Trade Union leader. (1869-1955),female,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q110703,Henry Pachter,http://www.wikidata.org/entity/Q110703,Q110703,1907-01-22T00:00:00Z,American political scientist,male,Germany|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q111287,Hans-Georg Backhaus,http://www.wikidata.org/entity/Q111287,Q111287,1929-01-01T00:00:00Z,German economist and philosopher,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q116075,Yehoshua Yakhot,http://www.wikidata.org/entity/Q116075,Q116075,1919-03-02T00:00:00Z,Soviet philosopher,male,Soviet Union|Israel
Category:Marxist theorists,http://www.wikidata.org/entity/Q119719,Edwin Hoernle,http://www.wikidata.org/entity/Q119719,Q119719,1883-12-11T00:00:00Z,German politician (1883-1952),male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q122514,Michael Heinrich,http://www.wikidata.org/entity/Q122514,Q122514,1957-01-01T00:00:00Z,German political scientist,male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q128179,István Mészáros,http://www.wikidata.org/entity/Q128179,Q128179,1930-12-19T00:00:00Z,Hungarian philosopher,male,Hungary
Category:Marxist theorists,http://www.wikidata.org/entity/Q153909,Milovan Đilas,http://www.wikidata.org/entity/Q153909,Q153909,1911-06-12T00:00:00Z,"Yugoslav politician, theorist and author (1911-1995)",male,Yugoslavia|Kingdom of Montenegro
Category:Marxist theorists,http://www.wikidata.org/entity/Q158030,Cornelius Castoriadis,http://www.wikidata.org/entity/Q158030,Q158030,1922-03-11T00:00:00Z,Greek-French philosopher (1922-1997),male,France|Greece
Category:Marxist theorists,http://www.wikidata.org/entity/Q159648,Gianni Vattimo,http://www.wikidata.org/entity/Q159648,Q159648,1936-01-04T00:00:00Z,"Italian philosopher, politician",male,Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q160619,Roger Garaudy,http://www.wikidata.org/entity/Q160619,Q160619,1913-07-17T00:00:00Z,French philosopher and politician (1913-2012),male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q165121,Ernest Mandel,http://www.wikidata.org/entity/Q165121,Q165121,1923-04-05T00:00:00Z,Belgian economist and Marxist philosopher (1923-1995),male,Belgium
Category:Marxist theorists,http://www.wikidata.org/entity/Q179558,Alexandra Kollontai,http://www.wikidata.org/entity/Q179558,Q179558,1872-03-31T00:00:00Z,Soviet diplomat (1872-1952),female,Russian Empire|Soviet Union
Category:Marxist theorists,http://www.wikidata.org/entity/Q182905,Georgi Plekhanov,http://www.wikidata.org/entity/Q182905,Q182905,1856-11-29T00:00Z|1856-11-29T00:00Z|1856-01-01T00:00Z,Russian philosopher (1856–1918),male,Russian Empire
Category:Marxist theorists,http://www.wikidata.org/entity/Q184169,Louis Althusser,http://www.wikidata.org/entity/Q184169,Q184169,1918-10-16T00:00:00Z,French Marxist philosopher (1918-1990),male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q186709,Nikolai Bukharin,http://www.wikidata.org/entity/Q186709,Q186709,1888-09-27T00:00:00Z,Soviet politician (1888-1938),male,Russian Empire|Soviet Union
Category:Marxist theorists,http://www.wikidata.org/entity/Q193670,Frantz Fanon,http://www.wikidata.org/entity/Q193670,Q193670,1925-07-20T00:00:00Z,"Martiniquais writer, psychiatrist, philosopher, revolutionary (1925-1961)",male,France
Category:Postcolonialism,http://www.wikidata.org/entity/Q193670,Frantz Fanon,http://www.wikidata.org/entity/Q193670,Q193670,1925-07-20T00:00:00Z,"Martiniquais writer, psychiatrist, philosopher, revolutionary (1925-1961)",male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q202155,Thomas Sankara,http://www.wikidata.org/entity/Q202155,Q202155,1949-12-21T00:00:00Z,First President and Revolutionary Leader of Burkina Faso (1949-1987),male,Republic of Upper Volta|Burkina Faso
Category:Marxist theorists,http://www.wikidata.org/entity/Q212639,Maurice Merleau-Ponty,http://www.wikidata.org/entity/Q212639,Q212639,1908-03-14T00:00:00Z,French phenomenological philosopher,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q213909,Alfred Sohn-Rethel,http://www.wikidata.org/entity/Q213909,Q213909,1899-01-04T00:00:00Z,Marxist economist and philosopher (1899-1990),male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q214397,Otto Kirchheimer,http://www.wikidata.org/entity/Q214397,Q214397,1905-11-11T00:00:00Z,German-American legal scholar,male,Germany|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q214953,Roman Rosdolsky,http://www.wikidata.org/entity/Q214953,Q214953,1898-07-19T00:00:00Z,Marxian scholar and political revolutionary (1898-1967),male,Austria-Hungary|West Ukrainian People's Republic|Poland
Category:Marxist theorists,http://www.wikidata.org/entity/Q215955,Otto Rühle,http://www.wikidata.org/entity/Q215955,Q215955,1874-10-23T00:00:00Z,German Marxist activist (1874-1943),male,German Reich
Category:Marxist theorists,http://www.wikidata.org/entity/Q235125,Ágnes Heller,http://www.wikidata.org/entity/Q235125,Q235125,1929-05-12T00:00:00Z,Hungarian philosopher and academic,female,Hungary
Category:Marxist theorists,http://www.wikidata.org/entity/Q236173,Chantal Mouffe,http://www.wikidata.org/entity/Q236173,Q236173,1943-06-17T00:00:00Z,Belgian post-marxist political theorist,female,Belgium
Category:Marxist theorists,http://www.wikidata.org/entity/Q268003,Edvard Kardelj,http://www.wikidata.org/entity/Q268003,Q268003,1910-01-27T00:00:00Z,Yugoslav politician (1910-1979),male,Cisleithania|State of Slovenes| Croats and Serbs|Kingdom of Serbs| Croats and Slovenes|Kingdom of Yugoslavia|Democratic Federal Yugoslavia|Federal People's Republic of Yugoslavia|Socialist Federal Republic of Yugoslavia
Category:Marxist theorists,http://www.wikidata.org/entity/Q287125,Nelson Peery,http://www.wikidata.org/entity/Q287125,Q287125,1925-01-01T00:00Z|1923-06-22T00:00Z,American writer,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q289333,Étienne Balibar,http://www.wikidata.org/entity/Q289333,Q289333,1942-04-23T00:00:00Z,French philosopher,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q298789,Santiago Carrillo,http://www.wikidata.org/entity/Q298789,Q298789,1915-01-18T00:00:00Z,Spanish politician (1915-2012),male,Spain
Category:Marxist theorists,http://www.wikidata.org/entity/Q305361,John Bellamy Foster,http://www.wikidata.org/entity/Q305361,Q305361,1953-08-19T00:00:00Z,Sociology professor and Marxist writer,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q310158,Palmiro Togliatti,http://www.wikidata.org/entity/Q310158,Q310158,1893-03-26T00:00:00Z,Italian politician,male,Italy|Soviet Union|Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q310341,Antonio Negri,http://www.wikidata.org/entity/Q310341,Q310341,1933-08-01T00:00:00Z,Italian sociologist and political philosopher,male,Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q313666,Georges Sorel,http://www.wikidata.org/entity/Q313666,Q313666,1847-11-02T00:00:00Z,French philosopher and sociologist,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q315349,Terry Eagleton,http://www.wikidata.org/entity/Q315349,Q315349,1943-02-22T00:00:00Z,"British writer, academic and educator",male,United Kingdom
Category:Deconstruction,http://www.wikidata.org/entity/Q315349,Terry Eagleton,http://www.wikidata.org/entity/Q315349,Q315349,1943-02-22T00:00:00Z,"British writer, academic and educator",male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q317152,Paul Lafargue,http://www.wikidata.org/entity/Q317152,Q317152,1842-01-15T00:00:00Z,"writer, journalist, literary critic and revolutionary; also known for being Karl Marx's son-in-law",male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q319196,China Miéville,http://www.wikidata.org/entity/Q319196,Q319196,1972-09-06T00:00:00Z,English writer (born 1972),male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q325301,Hal Draper,http://www.wikidata.org/entity/Q325301,Q325301,1914-09-19T00:00:00Z,American activist and author (1914-1990),male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q325333,Harry Magdoff,http://www.wikidata.org/entity/Q325333,Q325333,1913-08-21T00:00:00Z,"economist, author, and publicist",male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q326897,Pierre Macherey,http://www.wikidata.org/entity/Q326897,Q326897,1938-02-17T00:00:00Z,French academic,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q329922,Robert Brenner,http://www.wikidata.org/entity/Q329922,Q329922,1943-11-28T00:00:00Z,American economic historian,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q330267,Abraham Leon,http://www.wikidata.org/entity/Q330267,Q330267,1918-01-01T00:00:00Z,Belgian activist (1918-1944),male,Belgium
Category:Marxist theorists,http://www.wikidata.org/entity/Q335142,Alexander Bogdanov,http://www.wikidata.org/entity/Q335142,Q335142,1873-08-10T00:00:00Z,"Physician, philosopher, writer, revolutionary (1873-1928)",male,Russian Empire|Soviet Union
Category:Marxist theorists,http://www.wikidata.org/entity/Q335544,José Carlos Mariátegui,http://www.wikidata.org/entity/Q335544,Q335544,1894-06-14T00:00:00Z,Peruvian writer and academic (1894-1930),male,Peru
Category:Marxist theorists,http://www.wikidata.org/entity/Q336904,David McNally,http://www.wikidata.org/entity/Q336904,Q336904,1953-07-01T00:00:00Z,Canadian political scientist,male,Canada
Category:Marxist theorists,http://www.wikidata.org/entity/Q342730,Antonio Labriola,http://www.wikidata.org/entity/Q342730,Q342730,1843-07-02T00:00:00Z,Italian philosopher,male,Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q343055,David Harvey,http://www.wikidata.org/entity/Q343055,Q343055,1935-10-31T00:00:00Z,British geographer and anthropologist,male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q344844,Milan Kangrga,http://www.wikidata.org/entity/Q344844,Q344844,1923-05-01T00:00:00Z,Croatian philosopher,male,Croatia
Category:Marxist theorists,http://www.wikidata.org/entity/Q347362,Fredric Jameson,http://www.wikidata.org/entity/Q347362,Q347362,1934-04-14T00:00:00Z,American academic,male,United States of America
Category:Postmodern theory,http://www.wikidata.org/entity/Q347362,Fredric Jameson,http://www.wikidata.org/entity/Q347362,Q347362,1934-04-14T00:00:00Z,American academic,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q347930,Antonie Pannekoek,http://www.wikidata.org/entity/Q347930,Q347930,1873-01-02T00:00:00Z,Dutch astronomer and Marxist theorist (1873-1960),male,Kingdom of the Netherlands
Category:Marxist theorists,http://www.wikidata.org/entity/Q350829,Adam Schaff,http://www.wikidata.org/entity/Q350829,Q350829,1913-03-10T00:00:00Z,Polish Philosopher,male,Poland
Category:Marxist theorists,http://www.wikidata.org/entity/Q358494,Mao Dun,http://www.wikidata.org/entity/Q358494,Q358494,1896-07-04T00:00:00Z,Chinese writer,male,People's Republic of China
Category:Marxist theorists,http://www.wikidata.org/entity/Q365193,Adolfo Sánchez Vázquez,http://www.wikidata.org/entity/Q365193,Q365193,1915-09-17T00:00:00Z,Philosopher and scholar,male,Spain|Mexico
Category:Marxist theorists,http://www.wikidata.org/entity/Q373036,Claude Lefort,http://www.wikidata.org/entity/Q373036,Q373036,1924-04-21T00:00:00Z,French philosopher,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q376066,Christine Delphy,http://www.wikidata.org/entity/Q376066,Q376066,1941-12-09T00:00:00Z,French sociologist,female,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q432730,Daniel Bensaïd,http://www.wikidata.org/entity/Q432730,Q432730,1946-03-25T00:00:00Z,French philosopher,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q434183,Ellen Meiksins Wood,http://www.wikidata.org/entity/Q434183,Q434183,1942-04-12T00:00:00Z,American marxist scholar,female,United States of America|Canada
Category:Marxist theorists,http://www.wikidata.org/entity/Q438632,Raya Dunayevskaya,http://www.wikidata.org/entity/Q438632,Q438632,1910-05-01T00:00:00Z,American philosopher,female,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q451743,Amadeo Bordiga,http://www.wikidata.org/entity/Q451743,Q451743,1889-06-13T00:00:00Z,Italian politician (1889-1970),male,Italy|Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q454802,Ernesto Laclau,http://www.wikidata.org/entity/Q454802,Q454802,1935-10-06T00:00:00Z,Argentine philosopher and political theorist,male,Argentina|United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q456392,Perry Anderson,http://www.wikidata.org/entity/Q456392,Q456392,1938-09-11T00:00:00Z,British historian,male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q465156,Daniel Guérin,http://www.wikidata.org/entity/Q465156,Q465156,1904-05-19T00:00:00Z,French anarcho-communist author (1904-1988),male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q467470,Jacques Rancière,http://www.wikidata.org/entity/Q467470,Q467470,1940-06-10T00:00:00Z,French philosopher,male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q473518,Enrique Dussel,http://www.wikidata.org/entity/Q473518,Q473518,1934-12-24T00:00:00Z,Argentine-Mexican philosopher,male,Argentina
Category:Marxist theorists,http://www.wikidata.org/entity/Q505296,Nikos Poulantzas,http://www.wikidata.org/entity/Q505296,Q505296,1936-09-21T00:00:00Z,Greek-French philosopher,male,France|Greece
Category:Marxist theorists,http://www.wikidata.org/entity/Q513448,Lucien Goldmann,http://www.wikidata.org/entity/Q513448,Q513448,1913-07-20T00:00:00Z,Romanian-French philosopher,male,France|Romania
Category:Marxist theorists,http://www.wikidata.org/entity/Q526770,Ted Grant,http://www.wikidata.org/entity/Q526770,Q526770,1913-07-09T00:00:00Z,South African activist (1913-2006),male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q533444,Meyer Schapiro,http://www.wikidata.org/entity/Q533444,Q533444,1904-09-23T00:00:00Z,American historian of Art,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q541458,Lucio Colletti,http://www.wikidata.org/entity/Q541458,Q541458,1924-12-08T00:00:00Z,Italian philosopher and politician (1924-2001),male,Italy|Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q543319,Egon Bondy,http://www.wikidata.org/entity/Q543319,Q543319,1930-01-20T00:00:00Z,"Czech poet, philosopher and writer",male,Czechoslovakia|Czech Republic
Category:Marxist theorists,http://www.wikidata.org/entity/Q550453,Tony Cliff,http://www.wikidata.org/entity/Q550453,Q550453,1917-05-20T00:00:00Z,British activist (1917-2000),male,United Kingdom|United Kingdom of Great Britain and Ireland
Category:Marxist theorists,http://www.wikidata.org/entity/Q553987,Gerald Cohen,http://www.wikidata.org/entity/Q553987,Q553987,1941-04-14T00:00:00Z,Canadian philosopher,male,Canada
Category:Marxist theorists,http://www.wikidata.org/entity/Q559795,Karel Kosik,http://www.wikidata.org/entity/Q559795,Q559795,1926-06-26T00:00:00Z,"Czech philosopher, literary theorist and university educator",male,Czech Republic
Category:Marxist theorists,http://www.wikidata.org/entity/Q566766,Rudi Supek,http://www.wikidata.org/entity/Q566766,Q566766,1913-08-08T00:00:00Z,Croatian sociologist,male,Croatia
Category:Marxist theorists,http://www.wikidata.org/entity/Q575948,John Holloway,http://www.wikidata.org/entity/Q575948,Q575948,1947-07-26T00:00:00Z,Mexican sociologist,male,Ireland
Category:Marxist theorists,http://www.wikidata.org/entity/Q597248,Silvia Federici,http://www.wikidata.org/entity/Q597248,Q597248,1942-04-20T00:00:00Z,"Italian American scholar, teacher, and feminist activist",female,United States of America|Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q597991,David Riazanov,http://www.wikidata.org/entity/Q597991,Q597991,1870-03-10T00:00:00Z,Russian politician (1870-1938),male,Russian Empire|Soviet Union|Russian Socialist Federative Soviet Republic
Category:Marxist theorists,http://www.wikidata.org/entity/Q601482,Georges Politzer,http://www.wikidata.org/entity/Q601482,Q601482,1903-05-03T00:00:00Z,"French philosopher, Marxist theoretician and resistance member",male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q620732,Alexander Tarasov,http://www.wikidata.org/entity/Q620732,Q620732,1958-03-08T00:00:00Z,Russian academic and politician,male,Russia|Soviet Union
Category:Marxist theorists,http://www.wikidata.org/entity/Q658357,Charles Bettelheim,http://www.wikidata.org/entity/Q658357,Q658357,1913-11-20T00:00:00Z,French historian and economist (1913-2006),male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q679718,Michael Löwy,http://www.wikidata.org/entity/Q679718,Q679718,1938-05-06T00:00:00Z,French sociologist,male,France|Brazil
Category:Marxist theorists,http://www.wikidata.org/entity/Q693328,Ludwik Krzywicki,http://www.wikidata.org/entity/Q693328,Q693328,1859-08-21T00:00:00Z,Polish academic,male,Poland
Category:Marxist theorists,http://www.wikidata.org/entity/Q704897,Alan Woods,http://www.wikidata.org/entity/Q704897,Q704897,1944-01-01T00:00Z|1944-10-23T00:00Z,British political theorist,male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q707724,Costanzo Preve,http://www.wikidata.org/entity/Q707724,Q707724,1943-04-14T00:00:00Z,Italian philosopher,male,Italy|Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q710347,Stephen Gill,http://www.wikidata.org/entity/Q710347,Q710347,1950-12-31T00:00:00Z,British political scientist,male,United Kingdom|Canada
Category:Marxist theorists,http://www.wikidata.org/entity/Q711004,Alex Callinicos,http://www.wikidata.org/entity/Q711004,Q711004,1950-07-24T00:00:00Z,British philosopher (born 1950),male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q713790,Mansoor Hekmat,http://www.wikidata.org/entity/Q713790,Q713790,1951-06-04T00:00:00Z,Iranian politician (1951-2002),male,Iran
Category:Marxist theorists,http://www.wikidata.org/entity/Q715127,Paul Sweezy,http://www.wikidata.org/entity/Q715127,Q715127,1910-04-10T00:00:00Z,American economist,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q716776,Leo Huberman,http://www.wikidata.org/entity/Q716776,Q716776,1903-10-17T00:00:00Z,American scholar,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q720022,Ber Borochov,http://www.wikidata.org/entity/Q720022,Q720022,1881-07-03T00:00:00Z,founder of the Labor Zionist movement,male,Russian Empire|Ukrainian People's Republic
Category:Marxist theorists,http://www.wikidata.org/entity/Q730190,Chris Harman,http://www.wikidata.org/entity/Q730190,Q730190,1942-11-08T00:00:00Z,British journalist and political activist,male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q735391,Rick Turner,http://www.wikidata.org/entity/Q735391,Q735391,1941-09-25T00:00:00Z,South African philosopher,male,South Africa
Category:Marxist theorists,http://www.wikidata.org/entity/Q735492,Makoto Itoh,http://www.wikidata.org/entity/Q735492,Q735492,1936-04-20T00:00:00Z,Japanese economist,male,Japan
Category:Marxist theorists,http://www.wikidata.org/entity/Q738715,Danko Grlić,http://www.wikidata.org/entity/Q738715,Q738715,1923-09-18T00:00:00Z,Croatian philosopher,male,Yugoslavia
Category:Marxist theorists,http://www.wikidata.org/entity/Q741341,Vicente Lombardo Toledano,http://www.wikidata.org/entity/Q741341,Q741341,1894-07-16T00:00:00Z,Mexican politician (1894-1968),male,Mexico
Category:Marxist theorists,http://www.wikidata.org/entity/Q742412,György Márkus,http://www.wikidata.org/entity/Q742412,Q742412,1934-04-13T00:00:00Z,Hungarian philosopher,male,Hungary|Australia
Category:Marxist theorists,http://www.wikidata.org/entity/Q747790,Paolo Virno,http://www.wikidata.org/entity/Q747790,Q747790,1952-01-01T00:00:00Z,Italian philosopher,male,Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q786572,Galvano Della Volpe,http://www.wikidata.org/entity/Q786572,Q786572,1895-09-24T00:00:00Z,Italian professor of philosophy and Western Marxist theorist,male,Italy|Kingdom of Italy
Category:Film theorists,http://www.wikidata.org/entity/Q786572,Galvano Della Volpe,http://www.wikidata.org/entity/Q786572,Q786572,1895-09-24T00:00:00Z,Italian professor of philosophy and Western Marxist theorist,male,Italy|Kingdom of Italy
Category:Marxist theorists,http://www.wikidata.org/entity/Q841874,Kuroda Kan'ichi,http://www.wikidata.org/entity/Q841874,Q841874,1927-01-01T00:00:00Z,Japanese philosopher,male,Japan
Category:Marxist theorists,http://www.wikidata.org/entity/Q917974,Mikhail Lifshitz,http://www.wikidata.org/entity/Q917974,Q917974,1905-07-10T00:00Z|1905-07-23T00:00Z,Soviet academic (1905-1983),male,Russian Empire|Soviet Union
Category:Marxist theorists,http://www.wikidata.org/entity/Q918655,Michael Hardt,http://www.wikidata.org/entity/Q918655,Q918655,1960-01-01T00:00:00Z,American philosopher,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q919427,Max Shachtman,http://www.wikidata.org/entity/Q919427,Q919427,1904-09-10T00:00:00Z,American Marxist theorist,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q928571,Erik Olin Wright,http://www.wikidata.org/entity/Q928571,Q928571,1947-02-09T00:00:00Z,American sociologist,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q930788,Predrag Vranicki,http://www.wikidata.org/entity/Q930788,Q930788,1922-01-21T00:00:00Z,Croatian philosopher,male,Croatia
Category:Marxist theorists,http://www.wikidata.org/entity/Q931775,Daniel De Leon,http://www.wikidata.org/entity/Q931775,Q931775,1852-12-14T00:00:00Z,American newspaper editor (1852–1914),male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q933988,Eugen Varga,http://www.wikidata.org/entity/Q933988,Q933988,1879-11-06T00:00:00Z,Hungarian economist (1879-1964),male,Soviet Union|Hungary
Category:Marxist theorists,http://www.wikidata.org/entity/Q947456,Sidney Hook,http://www.wikidata.org/entity/Q947456,Q947456,1902-12-20T00:00:00Z,American philosopher,male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q948368,Richard Levins,http://www.wikidata.org/entity/Q948368,Q948368,1930-06-01T00:00:00Z,"Mathematical ecologist, university professor at Harvard School of Public Health, and political activist, who is best known for his work on evolution in changing environments and on metapopulations.",male,United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q967473,George Derwent Thomson,http://www.wikidata.org/entity/Q967473,Q967473,1903-01-01T00:00:00Z,British philosopher,male,United Kingdom
Category:Marxist theorists,http://www.wikidata.org/entity/Q968139,Paul A. Baran,http://www.wikidata.org/entity/Q968139,Q968139,1909-08-25T00:00:00Z,American Marxist economist,male,Russian Empire|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q1044358,Zhou Yang,http://www.wikidata.org/entity/Q1044358,Q1044358,1908-11-07T00:00:00Z,Chinese literary critic (1908-1989),male,People's Republic of China
Category:Marxist theorists,http://www.wikidata.org/entity/Q1088064,Franz Jakubowski,http://www.wikidata.org/entity/Q1088064,Q1088064,1912-06-10T00:00:00Z,American Marxist theorist,male,Poland
Category:Marxist theorists,http://www.wikidata.org/entity/Q1127836,Constantin Dobrogeanu-Gherea,http://www.wikidata.org/entity/Q1127836,Q1127836,1855-05-21T00:00:00Z,"Romanian academic, writer and politician (1855-1920)",male,Romania
Category:Marxist theorists,http://www.wikidata.org/entity/Q1181508,Debiprasad Chattopadhyaya,http://www.wikidata.org/entity/Q1181508,Q1181508,1918-11-19T00:00:00Z,Indian Marxist philosopher,male,British India|India
Category:Marxist theorists,http://www.wikidata.org/entity/Q1187315,Isaak Illich Rubin,http://www.wikidata.org/entity/Q1187315,Q1187315,1886-06-12T00:00:00Z,Russian economist (1886-1937),male,Russian Empire|Russian Socialist Federative Soviet Republic|Soviet Union
Category:Marxist theorists,http://www.wikidata.org/entity/Q1225692,Ludovico Geymonat,http://www.wikidata.org/entity/Q1225692,Q1225692,1908-05-11T00:00:00Z,Italian philosopher (1908-1991),male,Italy|Kingdom of Italy
