item,itemLabel,q_id,date of birth,description,sex_gender,country_citizenship
http://www.wikidata.org/entity/Q371890,Philippe de La Hire,Q371890,1640-03-18T00:00:00Z,French mathematician and astronomer,male,France
http://www.wikidata.org/entity/Q380150,Marco Casagrande,Q380150,1971-05-07T00:00:00Z,Finnish architect,male,Finland
http://www.wikidata.org/entity/Q430136,Jacques-François Blondel,Q430136,1705-01-08T00:00:00Z,French architect,male,France
http://www.wikidata.org/entity/Q432786,Jean-Baptiste Rondelet,Q432786,1743-06-04T00:00:00Z,French architect,male,France
http://www.wikidata.org/entity/Q447351,Paolo Soleri,Q447351,1919-06-21T00:00:00Z,Italian architect (1919-2013),male,Italy|Kingdom of Italy|United States of America
http://www.wikidata.org/entity/Q449961,Filarete,Q449961,1400-01-01T00:00:00Z,Italian architect and sculptor (1400-1469),male,
http://www.wikidata.org/entity/Q455076,Christopher Alexander,Q455076,1936-10-04T00:00:00Z,architect,male,United States of America|Austria
http://www.wikidata.org/entity/Q457718,Denise Scott Brown,Q457718,1931-10-03T00:00:00Z,American architect,female,United States of America
http://www.wikidata.org/entity/Q469888,Lewis Mumford,Q469888,1895-10-19T00:00:00Z,"American historian, sociologist, philosopher of technology and literary critic (1895-1990)",male,United States of America
http://www.wikidata.org/entity/Q519044,Quatremère de Quincy,Q519044,1755-10-28T00:00:00Z,French art historian (1755-1849),male,France
http://www.wikidata.org/entity/Q542741,Yona Friedman,Q542741,1923-06-05T00:00:00Z,Hungarian-born French architect,male,France|Hungary
http://www.wikidata.org/entity/Q601642,Carlo Lodoli,Q601642,1690-11-28T00:00:00Z,Italian architect (1690-1761),male,Republic of Venice
http://www.wikidata.org/entity/Q647075,Reyner Banham,Q647075,1922-03-02T00:00:00Z,British architectural critic,male,United Kingdom
http://www.wikidata.org/entity/Q835890,Yu Hao,Q835890,,Chinese architect,male,
http://www.wikidata.org/entity/Q1225014,James Fergusson,Q1225014,1808-01-22T00:00:00Z,Scottish architectural historian,male,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q1232457,Dmitri Bruns,Q1232457,1929-01-11T00:00:00Z,architect from Estonia,male,Estonia|Soviet Union
http://www.wikidata.org/entity/Q1681182,James Thomson,Q1681182,1852-01-01T00:00:00Z,"City Architect of Dundee, Scotland",male,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q1699460,Jorge Glusberg,Q1699460,1932-09-23T00:00:00Z,"Argentine academic, writer, educator conceptual artist",male,Argentina
http://www.wikidata.org/entity/Q1707389,Manuel Herz,Q1707389,1969-01-01T00:00:00Z,German architect,male,Germany
http://www.wikidata.org/entity/Q1711547,Juhani Pallasmaa,Q1711547,1936-09-14T00:00:00Z,Finnish architect,male,Finland
http://www.wikidata.org/entity/Q1859204,William Pereira,Q1859204,1909-04-25T00:00:00Z,American architect,male,United States of America
http://www.wikidata.org/entity/Q1873368,Lucien Bechmann,Q1873368,1880-07-25T00:00:00Z,French architect,male,France
http://www.wikidata.org/entity/Q2145216,Wiel Arets,Q2145216,1955-05-06T00:00:00Z,Dutch architect,male,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q2471129,Joseph Rykwert,Q2471129,1926-04-05T00:00:00Z,British historian,male,United Kingdom
http://www.wikidata.org/entity/Q2528904,Vittorio Magnago Lampugnani,Q2528904,1951-03-05T00:00:00Z,Italian architect and professor at the Swiss Federal Institute of Technology (ETH) in Zurich,male,Italy
http://www.wikidata.org/entity/Q2634816,Christian Norberg-Schulz,Q2634816,1926-05-23T00:00:00Z,Norwegian architect,male,Norway
http://www.wikidata.org/entity/Q2854824,Wim Cuyvers,Q2854824,1958-02-19T00:00:00Z,Belgian architect,male,Belgium
http://www.wikidata.org/entity/Q2939658,Carmine Benincasa,Q2939658,1947-12-17T00:00:00Z,Italian professor,male,Italy
http://www.wikidata.org/entity/Q3189515,Julien Guadet,Q3189515,1834-12-23T00:00:00Z,French architect,male,France
http://www.wikidata.org/entity/Q3209335,Kari Jormakka,Q3209335,1959-01-01T00:00:00Z,Finnish architect,male,Finland
http://www.wikidata.org/entity/Q3473438,Sarah Whiting,Q3473438,1965-01-01T00:00:00Z,American architect,female,United States of America
http://www.wikidata.org/entity/Q3846963,Han Pao-teh,Q3846963,1934-08-19T00:00Z|1933-08-19T00:00Z,Taiwanese architect (1934-2014),male,Taiwan
http://www.wikidata.org/entity/Q3939603,Rocco Sinisgalli,Q3939603,1947-01-26T00:00:00Z,Italian art historian (1947-),male,Italy
http://www.wikidata.org/entity/Q4350860,Alberto Pérez-Gómez,Q4350860,1949-12-24T00:00:00Z,Mexican architectural historian,male,Mexico
http://www.wikidata.org/entity/Q4817956,Mark Wigley,Q4817956,1956-01-01T00:00:00Z,New Zealand architect and writer,male,New Zealand
http://www.wikidata.org/entity/Q5128959,Claude McKinney,Q5128959,1929-06-09T00:00:00Z,"North Carolina architect, educator",male,
http://www.wikidata.org/entity/Q5210973,Dalibor Vesely,Q5210973,1934-06-19T00:00:00Z,Czech architectural theorist,male,Czech Republic|Czechoslovakia
http://www.wikidata.org/entity/Q5761518,Hilde Heynen,Q5761518,1959-05-26T00:00:00Z,Belgian architectural theorist,female,Belgium
http://www.wikidata.org/entity/Q6169471,Jean-Louis de Cordemoy,Q6169471,1655-01-01T00:00:00Z,,male,
http://www.wikidata.org/entity/Q6174256,Jeff Kipnis,Q6174256,1951-01-01T00:00:00Z,"American critic, urban designer, film-maker, theorist, curator and academic",male,United Kingdom
http://www.wikidata.org/entity/Q6199197,Jimenez Lai,Q6199197,1979-03-21T00:00:00Z,architect,male,Canada
http://www.wikidata.org/entity/Q6768249,Mark Jarzombek,Q6768249,1954-01-01T00:00:00Z,American historian,male,United States of America
http://www.wikidata.org/entity/Q6894427,Mohsen Mostafavi,Q6894427,1954-01-01T00:00:00Z,Iranian architect,male,Iran
http://www.wikidata.org/entity/Q7151911,Paul Laffoley,Q7151911,1935-08-14T00:00:00Z,American artist,male,United States of America
http://www.wikidata.org/entity/Q7349917,Robert Somol,Q7349917,1960-01-01T00:00:00Z,American architectural theorist,male,
http://www.wikidata.org/entity/Q7350286,Robert Tavernor,Q7350286,1954-01-01T00:00:00Z,Architectural historian and Architecture and Urban Design Consultant,male,
http://www.wikidata.org/entity/Q7417637,Sanford Kwinter,Q7417637,,architect,male,United States of America
http://www.wikidata.org/entity/Q7597528,Stan Allen,Q7597528,1956-01-01T00:00:00Z,American architect,male,United States of America
http://www.wikidata.org/entity/Q7648723,Susannah Hagan,Q7648723,1951-01-01T00:00:00Z,British architect,female,United Kingdom
http://www.wikidata.org/entity/Q8017900,William S.W. Lim,Q8017900,1932-01-01T00:00:00Z,architect,male,Singapore
http://www.wikidata.org/entity/Q11627824,Uzō Nishiyama,Q11627824,1911-03-01T00:00:00Z,Japanese architect,male,Japan
http://www.wikidata.org/entity/Q12019373,Henry Kulka,Q12019373,1900-03-29T00:00:00Z,Czech architect,male,New Zealand
http://www.wikidata.org/entity/Q12374125,Robert Geddes,Q12374125,1923-12-07T00:00Z|1932-01-01T00:00Z,"American architect, planner, writer, and educator",male,United States of America
http://www.wikidata.org/entity/Q14613492,Hossein Sadri,Q14613492,1979-10-09T00:00:00Z,Iranian architect,male,Iran
http://www.wikidata.org/entity/Q16222187,Cruz Garcia,Q16222187,1983-06-27T00:00:00Z,Puerto Rican architect and artist,male,United States of America
http://www.wikidata.org/entity/Q16731329,David Leatherbarrow,Q16731329,1953-01-01T00:00:00Z,American architecture academic,male,United States of America
http://www.wikidata.org/entity/Q16774771,Giovanni Antonio Rusconi,Q16774771,1515-01-01T00:00Z|1520-01-01T00:00Z,"Venetian architect, hydraulic engineer, translator and illustrator",male,Republic of Venice
http://www.wikidata.org/entity/Q16885513,Martin Felsen,Q16885513,1968-01-01T00:00:00Z,American architect,male,United States of America
http://www.wikidata.org/entity/Q17008075,Leslie Kanes Weisman,Q17008075,1945-01-01T00:00:00Z,"American architecture educator, activist and community planner",female,United States of America
http://www.wikidata.org/entity/Q18113964,Joseph di Pasquale,Q18113964,1968-04-24T00:00:00Z,Italian architect,male,Italy
http://www.wikidata.org/entity/Q19667136,Peggy Deamer,Q19667136,1950-02-15T00:00:00Z,American architect,female,United States of America
http://www.wikidata.org/entity/Q19753874,Geoffrey Broadbent,Q19753874,1929-06-11T00:00:00Z,British architect,male,United Kingdom
http://www.wikidata.org/entity/Q20853425,Mark Wilson Jones,Q20853425,1956-05-01T00:00:00Z,British architectural historian,male,United States of America|United Kingdom
http://www.wikidata.org/entity/Q21173923,Karen Burns,Q21173923,1962-01-01T00:00:00Z,Australian architect,female,Australia
http://www.wikidata.org/entity/Q21810738,Mark Foster Gage,Q21810738,1973-11-22T00:00:00Z,American architect,male,
http://www.wikidata.org/entity/Q22121249,Naomi Stead,Q22121249,1975-01-01T00:00:00Z,,female,
http://www.wikidata.org/entity/Q22236790,Christophe Van Gerrewey,Q22236790,1982-01-01T00:00:00Z,Belgian writer and architect,male,Belgium
http://www.wikidata.org/entity/Q22983938,Thomas L. Schumacher,Q22983938,1941-11-07T00:00:00Z,American academic architect,male,United States of America
http://www.wikidata.org/entity/Q23707241,Inés Moisset,Q23707241,1967-06-24T00:00:00Z,Argentinian architect and docent,female,Argentina
http://www.wikidata.org/entity/Q28967691,Richard Plunz,Q28967691,,"American architect, critic, and historian",male,
http://www.wikidata.org/entity/Q29275951,Robby Cantarutti,Q29275951,1966-06-17T00:00:00Z,Italian Architect and Designer,male,
http://www.wikidata.org/entity/Q39923242,Nicholas de Monchaux,Q39923242,1973-07-30T00:00:00Z,,male,
http://www.wikidata.org/entity/Q48814074,Aarati Kanekar,Q48814074,1972-01-01T00:00:00Z,Indian architect,female,
http://www.wikidata.org/entity/Q62006817,Bernd Grimm,Q62006817,1962-01-01T00:00:00Z,German architectural model builder,male,
http://www.wikidata.org/entity/Q77463797,Pia Ednie-Brown,Q77463797,,Australian architect and academic,female,Australia
http://www.wikidata.org/entity/Q84369724,Ana Miljacki,Q84369724,1972-01-01T00:00:00Z,American architectural theorist and writer,female,United States of America
http://www.wikidata.org/entity/Q106367208,Branko Mitrovic,Q106367208,,Serbian-Norwegian architectural historian,male,
http://www.wikidata.org/entity/Q109502371,Mary McLeod,Q109502371,,American architect and architecture critic,female,
http://www.wikidata.org/entity/Q4724,Le Corbusier,Q4724,1887-10-06T00:00:00Z,"Swiss-French architect, designer, urbanist, and writer (1886-1965)",male,Switzerland|France
http://www.wikidata.org/entity/Q5604,Frank Lloyd Wright,Q5604,1867-06-08T00:00:00Z,American architect (1867-1959),male,United States of America
http://www.wikidata.org/entity/Q44323,Adolf Loos,Q44323,1870-12-10T00:00:00Z,Austrian and Czech architect,male,Austria|Austria-Hungary|Czechoslovakia
http://www.wikidata.org/entity/Q47163,Vitruvius,Q47163,0180-01-01T00:00:00Z,"Roman writer, architect and engineer",male,Ancient Rome
http://www.wikidata.org/entity/Q61342,Gottfried Semper,Q61342,1803-11-29T00:00:00Z,German architect,male,Germany
http://www.wikidata.org/entity/Q62322,Otto Bartning,Q62322,1883-04-12T00:00:00Z,German architect,male,Germany
http://www.wikidata.org/entity/Q62351,August Endell,Q62351,1871-04-12T00:00:00Z,German architect,male,Germany
http://www.wikidata.org/entity/Q86109,Otto Schreier,Q86109,1901-03-03T00:00:00Z,Austrian mathematician,male,Austria
http://www.wikidata.org/entity/Q93136,Jean-Paul Delahaye,Q93136,1952-06-29T00:00:00Z,"French mathematician, computer scientist",male,France
http://www.wikidata.org/entity/Q268961,John Horton Conway,Q268961,1937-12-26T00:00:00Z,"English mathematician (1937–2020) active in group theory, knot theory, number theory, combinatorial game theory and coding theory",male,United Kingdom
http://www.wikidata.org/entity/Q440426,Willem Abraham Wythoff,Q440426,1865-10-06T00:00:00Z,Dutch mathematician,male,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q541206,Aviezri Fraenkel,Q541206,1929-06-07T00:00:00Z,mathematician,male,Israel
http://www.wikidata.org/entity/Q1065329,Charles L. Bouton,Q1065329,1869-04-25T00:00:00Z,American mathematician,male,United States of America
http://www.wikidata.org/entity/Q1174507,David Gale,Q1174507,1921-12-13T00:00:00Z,American mathematician,male,United States of America
http://www.wikidata.org/entity/Q1356792,Richard K. Guy,Q1356792,1916-09-30T00:00:00Z,British mathematician,male,United Kingdom
http://www.wikidata.org/entity/Q3897737,Patrick Grundy,Q3897737,1917-11-16T00:00:00Z,British mathematician,male,United Kingdom
http://www.wikidata.org/entity/Q4963178,Brian Bowditch,Q4963178,1961-01-01T00:00:00Z,British mathematician,male,United Kingdom|Wales
http://www.wikidata.org/entity/Q6830854,Michael H. Albert,Q6830854,1962-09-20T00:00:00Z,mathematician,male,New Zealand
http://www.wikidata.org/entity/Q15576486,Lee Sallows,Q15576486,1944-04-30T00:00:00Z,English recreational mathematician,male,United Kingdom
http://www.wikidata.org/entity/Q19934264,David Anthony Klarner,Q19934264,1940-10-10T00:00:00Z,"American mathematician, author, and educator",male,United States of America
http://www.wikidata.org/entity/Q56855523,David Wolfe,Q56855523,,combinatorial game theorist and Go player,male,
http://www.wikidata.org/entity/Q68490,Hermann of Reichenau,Q68490,1013-07-18T00:00:00Z,"German 11th-century Benedictine monk, historian, astronomer, mathematician, poet, and musical composer",male,Germany|Holy Roman Empire
http://www.wikidata.org/entity/Q70417,Jakob Adlung,Q70417,1699-01-14T00:00:00Z,organist,male,Germany
http://www.wikidata.org/entity/Q70857,Georg Michael Telemann,Q70857,1748-04-20T00:00:00Z,German composer and theologian,male,Germany
http://www.wikidata.org/entity/Q71067,Sebald Heyden,Q71067,1499-12-08T00:00:00Z,German musicologist and theologian,male,Germany
http://www.wikidata.org/entity/Q71726,Rudolf Westphal,Q71726,1826-07-03T00:00:00Z,German classical scholar,male,Germany
http://www.wikidata.org/entity/Q72019,Carl Friedrich Weitzmann,Q72019,1808-08-10T00:00:00Z,German music theorist,male,Germany
http://www.wikidata.org/entity/Q73479,Arthur von Oettingen,Q73479,1836-03-28T00:00:00Z,German physicist,male,Germany|Russian Empire
http://www.wikidata.org/entity/Q74752,Cyrill Kistler,Q74752,1848-03-12T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q75854,Georg Philipp Telemann,Q75854,1681-03-14T00:00Z|1681-03-14T00:00Z,German composer,male,Holy Roman Empire
http://www.wikidata.org/entity/Q76428,Carl Philipp Emanuel Bach,Q76428,1714-03-08T00:00:00Z,German harpsichordist and composer,male,Germany
http://www.wikidata.org/entity/Q76588,Martin Agricola,Q76588,1486-01-01T00:00:00Z,German composer and music theorist,male,Germany
http://www.wikidata.org/entity/Q76738,Athanasius Kircher,Q76738,1602-05-02T00:00:00Z,German Jesuit scholar,male,Papal States|Holy Roman Empire
http://www.wikidata.org/entity/Q77212,Johann Joachim Quantz,Q77212,1697-01-30T00:00:00Z,"German flutist, flute maker and composer",male,Germany|Kingdom of Prussia
http://www.wikidata.org/entity/Q85936,Johann Christoph Kellner,Q85936,1736-08-15T00:00Z|1735-08-15T00:00Z,German organist and composer,male,Germany
http://www.wikidata.org/entity/Q88592,Georg Andreas Sorge,Q88592,1703-03-21T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q90473,Henricus Grammateus,Q90473,1492-01-01T00:00:00Z,German mathematician,male,Germany
http://www.wikidata.org/entity/Q90965,Winfried Zillig,Q90965,1905-04-01T00:00:00Z,"German composer, musicologist and conductor",male,Germany
http://www.wikidata.org/entity/Q95638,Georg Rhau,Q95638,1488-01-01T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q95700,Johannes Lippius,Q95700,1585-06-24T00:00:00Z,"German theologian, philosopher, composer, and music theorist",male,Germany
http://www.wikidata.org/entity/Q95729,William of Hirsau,Q95729,1030-01-01T00:00:00Z,German abbot and theologian,male,Germany
http://www.wikidata.org/entity/Q98630,Johann Amadeus Wendt,Q98630,1783-09-29T00:00:00Z,"German composer, musicologist and music theorist",male,Germany
http://www.wikidata.org/entity/Q100156,Gertrud Grunow,Q100156,1870-01-01T00:00:00Z,Pianista y compositora alemana asociada a la Escuela de la Bauhaus,female,German Reich
http://www.wikidata.org/entity/Q103357,Friedrich Erhard Niedt,Q103357,1674-05-31T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q108278,Michael Praetorius,Q108278,1571-02-15T00:00:00Z,"German composer, organist, and music theorist",male,Duchy of Brunswick-Lüneburg
http://www.wikidata.org/entity/Q108558,Martin Brauß,Q108558,1958-01-01T00:00:00Z,German pianist and conductor,male,Germany
http://www.wikidata.org/entity/Q116036,Johann Georg Sulzer,Q116036,1720-10-05T00:00:00Z,German philosopher,male,Switzerland
http://www.wikidata.org/entity/Q156280,Leopold Mozart,Q156280,1719-11-14T00:00:00Z,"German composer, conductor, teacher, and violinist",male,Holy Roman Empire
http://www.wikidata.org/entity/Q157359,Johann Kuhnau,Q157359,1660-04-06T00:00:00Z,"German composer, organist and harpsichordist",male,Germany
http://www.wikidata.org/entity/Q158097,Johann Crüger,Q158097,1598-04-09T00:00:00Z,German hymnwriter,male,
http://www.wikidata.org/entity/Q170333,Johann Mattheson,Q170333,1681-09-28T00:00:00Z,German composer and theorist,male,Germany
http://www.wikidata.org/entity/Q175536,Martin Blumner,Q175536,1827-11-21T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q213539,Hugo Riemann,Q213539,1849-07-18T00:00:00Z,German musicologist,male,Germany
http://www.wikidata.org/entity/Q215333,Carl Czerny,Q215333,1791-02-21T00:00Z|1791-02-20T00:00Z,Austrian composer and pianist (1791-1857),male,Austrian Empire
http://www.wikidata.org/entity/Q215604,Gottfried Weber,Q215604,1779-03-01T00:00:00Z,"German writer, composer, jurist",male,Germany
http://www.wikidata.org/entity/Q216090,Daniel Gottlob Türk,Q216090,1750-08-10T00:00:00Z,"composer, organist, and music professor of the Classical Period",male,Germany
http://www.wikidata.org/entity/Q311528,Adam of Fulda,Q311528,1445-01-01T00:00:00Z,German composer and music theorist,male,Germany
http://www.wikidata.org/entity/Q318065,Johann Bernhard Logier,Q318065,1777-02-09T00:00:00Z,German-Irish composer,male,Germany
http://www.wikidata.org/entity/Q322838,Adam Gumpeltzhaimer,Q322838,1559-01-01T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q323113,Franz Xaver Murschhauser,Q323113,1663-07-01T00:00:00Z,German composer and theorist,male,Germany
http://www.wikidata.org/entity/Q323731,Johann Andreas Herbst,Q323731,1588-06-09T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q324064,Heinrich Bellermann,Q324064,1832-03-10T00:00:00Z,German musicologist,male,Germany
http://www.wikidata.org/entity/Q324696,Gallus Dressler,Q324696,1533-10-16T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q359148,Joachim Burmeister,Q359148,1564-01-01T00:00:00Z,Poet and Composer,male,Germany
http://www.wikidata.org/entity/Q360945,Adolf Bernhard Marx,Q360945,1795-03-15T00:00:00Z,German writer on music,male,Kingdom of Prussia
http://www.wikidata.org/entity/Q371825,Johann Christoph Pepusch,Q371825,1667-01-01T00:00:00Z,German-born composer,male,Germany
http://www.wikidata.org/entity/Q394546,Agnes Hundoegger,Q394546,1858-02-26T00:00:00Z,German music educator,female,Germany
http://www.wikidata.org/entity/Q426208,Johann Michael Bach III,Q426208,1745-11-09T00:00:00Z,"German composer, born 1745",male,
http://www.wikidata.org/entity/Q454743,Johann Heinrich Alsted,Q454743,1588-01-01T00:00:00Z,German theologist,male,Germany
http://www.wikidata.org/entity/Q455874,Regino of Prüm,Q455874,0842-01-01T00:00:00Z,"Benedictine monk, chronicler and music theorist",male,East Francia
http://www.wikidata.org/entity/Q458981,Berno of Reichenau,Q458981,0978-01-01T00:00:00Z,German abbot,male,Holy Roman Empire
http://www.wikidata.org/entity/Q473515,Hermann Finck,Q473515,1527-03-21T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q477230,Johann Christian Lobe,Q477230,1797-05-30T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q481456,Heinrich Faber,Q481456,1490-01-01T00:00:00Z,German composerGerman composer and music theorist,male,Germany
http://www.wikidata.org/entity/Q497554,Christoph Demantius,Q497554,1567-12-15T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q505543,Johann Kirnberger,Q505543,1721-04-24T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q506627,Johann David Heinichen,Q506627,1683-04-17T00:00:00Z,German composer and music theorist,male,Germany
http://www.wikidata.org/entity/Q523499,Johann Georg Ahle,Q523499,1651-06-12T00:00:00Z,German composer and musician,male,Germany
http://www.wikidata.org/entity/Q524156,Christoph Bernhard,Q524156,1628-01-01T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q539915,Daniel Speer,Q539915,1636-07-02T00:00:00Z,"Slovak music educator, composer, educator and writer",male,Germany
http://www.wikidata.org/entity/Q546961,Johannes Galliculus,Q546961,1401-01-01T00:00:00Z,German music theorist and composer,male,Germany
http://www.wikidata.org/entity/Q547227,Salomon Jadassohn,Q547227,1831-08-13T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q548897,Friedrich Wilhelm Marpurg,Q548897,1718-11-21T00:00:00Z,"German music critic, music-theorist and composer",male,Germany
http://www.wikidata.org/entity/Q551943,Johann Heinrich Buttstett,Q551943,1666-04-25T00:00:00Z,German Baroque organist and composer,male,Germany
http://www.wikidata.org/entity/Q555485,Stephan Krehl,Q555485,1864-07-05T00:00:00Z,"German composer, teacher and theorist",male,Germany
http://www.wikidata.org/entity/Q673977,Notker Labeo,Q673977,0950-01-01T00:00:00Z,monk and scholar of the Abbey of Saint Gall,male,
http://www.wikidata.org/entity/Q702158,Ludwig Thuille,Q702158,1861-11-30T00:00:00Z,Austrian composer,male,Austria
http://www.wikidata.org/entity/Q706221,Johann Abraham Peter Schulz,Q706221,1747-03-31T00:00:00Z,German musician and composer,male,Germany|Denmark
http://www.wikidata.org/entity/Q708557,Georg Joseph Vogler,Q708557,1749-06-15T00:00:00Z,"German composer, organist, teacher and music theorist",male,Germany|Sweden
http://www.wikidata.org/entity/Q825158,Bernhard Haas,Q825158,1964-01-01T00:00:00Z,"German organist, music theorist and university teacher",male,Germany
http://www.wikidata.org/entity/Q826214,Bernhard Ziehn,Q826214,1845-01-20T00:00:00Z,German-American music theorist,male,Germany|United States of America
http://www.wikidata.org/entity/Q882109,Justin Heinrich Knecht,Q882109,1752-09-30T00:00:00Z,"German composer, organist and music theorist",male,Kingdom of Württemberg
http://www.wikidata.org/entity/Q1081031,Christian Martin Schmidt,Q1081031,1942-10-11T00:00:00Z,German musicologist (1942-,male,Germany
http://www.wikidata.org/entity/Q1174956,David Kellner,Q1174956,1670-01-01T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q1223232,Diether de la Motte,Q1223232,1928-03-30T00:00:00Z,German composer and musicologist,male,Germany
http://www.wikidata.org/entity/Q1281499,Eckehard Kiem,Q1281499,1950-01-01T00:00:00Z,German musician and musicologist,male,Germany
http://www.wikidata.org/entity/Q1383390,Franco of Cologne,Q1383390,1300-01-01T00:00:00Z,"German composer, musicologist, writer and music theorist",male,Germany
http://www.wikidata.org/entity/Q1386259,Martin Stephani,Q1386259,1915-11-02T00:00:00Z,"German conductor, musicologist and music theorist",male,Germany
http://www.wikidata.org/entity/Q1387558,Girolamo Diruta,Q1387558,1554-01-01T00:00:00Z,"Italian composer, organist and teacher of the Renaissance era",male,
http://www.wikidata.org/entity/Q1421667,Reinhard Febel,Q1421667,1952-07-03T00:00:00Z,"German composer, music theorist, academic",male,Germany
http://www.wikidata.org/entity/Q1522980,Gottfried Keller,Q1522980,1650-01-01T00:00:00Z,German musician and composer,male,Germany
http://www.wikidata.org/entity/Q1554348,Ludwig Holtmeier,Q1554348,1964-01-01T00:00:00Z,German musician and musicologist,male,Germany
http://www.wikidata.org/entity/Q1592232,Rudolf Louis,Q1592232,1870-01-30T00:00:00Z,German musician,male,Germany
http://www.wikidata.org/entity/Q1693632,Johann Friedrich Naue,Q1693632,1787-11-17T00:00:00Z,"Composer, organist and music professor",male,Germany
http://www.wikidata.org/entity/Q1697869,Johannes Korndörfer,Q1697869,2000-01-01T00:00:00Z,German music theorist and church musician,male,Germany
http://www.wikidata.org/entity/Q1698035,Johannes Menke,Q1698035,1972-01-01T00:00:00Z,German musicologist,male,Germany
http://www.wikidata.org/entity/Q2062209,Paul Schenk,Q2062209,1899-02-11T00:00:00Z,German musicologist,male,Germany
http://www.wikidata.org/entity/Q2140172,Reiko Füting,Q2140172,1970-01-01T00:00:00Z,German composer,male,German Democratic Republic
http://www.wikidata.org/entity/Q4328208,Johannes Nucius,Q4328208,1556-01-01T00:00:00Z,German composer and music theorist,male,Germany
http://www.wikidata.org/entity/Q4531764,Gustav Edward Engel,Q4531764,1823-01-01T00:00:00Z,German tenor,male,Germany
http://www.wikidata.org/entity/Q4723079,Alfred Lorenz,Q4723079,1868-07-11T00:00:00Z,German composer and conductor,male,German Reich
http://www.wikidata.org/entity/Q5162533,Conrad Henfling,Q5162533,1648-01-01T00:00:00Z,German music theorist,male,Holy Roman Empire|Principality of Ansbach
http://www.wikidata.org/entity/Q5503913,Friedrich Suppig,Q5503913,1700-01-01T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q15110929,Wilhelm Klatte,Q15110929,1870-02-13T00:00:00Z,"German writer, musicologist and music educator",male,Germany
http://www.wikidata.org/entity/Q15438322,Peter Förtig,Q15438322,1934-03-15T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q15895187,Hermann Wunsch,Q15895187,1884-08-09T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q16932746,Rutgerus Sycamber,Q16932746,,Dutch musicologist and music theorist,male,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q23411419,Gesine Schröder,Q23411419,1957-01-01T00:00:00Z,German musician,female,Germany
http://www.wikidata.org/entity/Q24394917,Bruno Stäblein,Q24394917,1895-05-05T00:00:00Z,German musicologist,male,Germany
http://www.wikidata.org/entity/Q79103761,Holger Peter Sandhofe,Q79103761,1972-01-01T00:00:00Z,German typesetter and scholar,male,
http://www.wikidata.org/entity/Q8963,Johannes Kepler,Q8963,1571-12-27T00:00:00Z,German mathematician and astronomer (1571–1630),male,Holy Roman Empire
http://www.wikidata.org/entity/Q57497,Carl Stumpf,Q57497,1848-04-21T00:00:00Z,German philosopher,male,Germany
http://www.wikidata.org/entity/Q57922,Johann Nikolaus Forkel,Q57922,1749-02-22T00:00:00Z,"German musician, musicologist and music theorist",male,Germany
http://www.wikidata.org/entity/Q60059,Albertus Magnus,Q60059,1193-01-01T00:00:00Z,13th century German Dominican friar and saint,male,
http://www.wikidata.org/entity/Q60908,Moritz Hauptmann,Q60908,1792-10-13T00:00:00Z,"German music theorist, teacher and composer",male,Germany
http://www.wikidata.org/entity/Q60965,Johann Friedrich Agricola,Q60965,1720-01-04T00:00:00Z,German composer,male,Germany
http://www.wikidata.org/entity/Q61162,Andreas Werckmeister,Q61162,1645-11-30T00:00:00Z,"German organist, music theorist, and composer",male,Germany
http://www.wikidata.org/entity/Q61275,Hermann Abert,Q61275,1871-03-25T00:00:00Z,German musicologist,male,Germany|Weimar Republic
http://www.wikidata.org/entity/Q61716,Johann Gottfried Walther,Q61716,1684-09-18T00:00:00Z,German musician and composer,male,Germany
http://www.wikidata.org/entity/Q62376,Siegfried Wilhelm Dehn,Q62376,1799-02-24T00:00:00Z,German musicologist,male,Germany
http://www.wikidata.org/entity/Q64344,Johann Cochlaeus,Q64344,1479-01-10T00:00:00Z,German humanist,male,Germany
